序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水,nan,nan,nan
166,台州市,仙居县,瓯江温溪以下,始丰溪,4,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
167,台州市,三门县,浙东沿海诸河,象山港及三门湾,4,1069.6,18.92,16.18,35.1,35.58,100,130.16,265.74,23.08,51.5,16.69,91.27,950,0,32.47,19.7,11.049,3.297,0,14.346,3.57,0.039,0.304,0,0.029,0.12,10.96,11.08,0.5332,0,0.2461,0,0,0,0.7793,0.0064,0,0,0.0064,0.0197,0.008,0.0265,0.0542,0.8399,0.0992,0.4402,0.0115,0,0.4517,0,0.0006,0.0033,0,0.0029,0.0005,0.0042,0.0115,0,0.0474,0,0.0805,0.0455,0.1734,0.0006,0.0086,0.0249,0.0335,0,0.0755,0.0472,0.1227,0.0058,0.0343,0.0128,0.0471,0,0.8399,0.0064,0.0992,0.9391,0.8399000000000001,0.8399,0,,,
168,台州市,三门县,瓯江温溪以下,灵江及椒江左岸,4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
10,台州市,,,,,9411,391.66,223.33999999999997,615.0000000000001,282.5179,2337.4267999999997,2514.6352,5134.579999999999,82.4555,1105.9299999999998,778.8645,1967.2499999999998,1486,16.5,289.35,184.96300000000002,139.03500000000003,22.294,10.514,171.84300000000002,51.08,5.803999999999997,15.674,0,3.379,2.2269000000000005,198.00000000000003,200.22930000000002,8.689300000000001,1.156,4.1171999999999995,0,0,0,13.962499999999995,0.19829999999999998,0,0,0.19829999999999998,0.2495,0.0975,0.0717,0.41869999999999996,14.579500000000003,1.89,5.495899999999999,0.1815,0.05109999999999999,5.7284999999999995,0.0073,0.0816,0.10300000000000001,0,0.21190000000000003,0.0074,0.05395,0.45790000000000003,0.0005,0.14529999999999998,0.0657,1.8560999999999999,1.2300000000000002,3.2971000000000004,0.0015999999999999999,0.2782,1.1021,1.3803000000000003,0.0043,1.8720999999999999,0.8504999999999999,2.7226000000000004,0.18460000000000001,0.6387999999999999,0.3543,0.9931000000000001,0,14.579500000000003,0.19829999999999998,1.89,16.469500000000004,,,,,,
台州区,台州市,台州南片供水区,台州市区,,,1435.1000000000001,133.13,50.37,183.5,48.980000000000004,790.21,923.66,1762.85,3.52,347.1,316.46,667.08,0,10.200000000000001,44.2,37.804,31.036,5.023,0,36.059,7.84,3.6999999999999997,0.9199999999999999,0,0.6799999999999999,0.01,9.17,9.18,2.7881,0,1.3907,0,0,0,4.1788,0.0595,0,0,0.0595,0.1441,0.0225,0,0.1666,4.4049,1.1779,1.154,0.0408,0,1.1948,0,0.0366,0.0103,0,0.0761,0,0.006050000000000001,0.1291,0,0,0.0327,0.9653,0.5045,1.5025,0,0.0753,0.37370000000000003,0.44899999999999995,0,0.6304,0.1859,0.8163,0.0595,0.1925,0.1207,0.31320000000000003,0,4.4049,0.0595,1.1779,5.582800000000001,台州南片供水区,台州市区,0,0.0,1.3907,2.5686
,台州市,,温岭片,,,836,83.97,53.23,137.2,77.7,503.56,523.87,1105.13,0,171.95,221.51,393.46000000000004,0,0,51.269999999999996,36.400000000000006,32.028,2.0799999999999996,1.27,35.378,12.2,0.05,8.1,0,0.16999999999999998,0.16,15.66,15.819999999999999,1.1289,0.2896,1.6781,0,0,0,3.0965999999999996,0.037,0,0,0.037,0.065,0.0184,0,0.0834,3.2169999999999996,0.0082,1.2521,0.0252,0.0097,1.2870000000000001,0.00039999999999999996,0.0119,0.049499999999999995,0,0.0114,0.0009000000000000001,0.0039,0.0776,0.0005,0,0,0.17149999999999999,0.3588,0.5303,0,0.0618,0.31360000000000005,0.37539999999999996,0,0.42200000000000004,0.2155,0.6375,0.0361,0.2022,0.107,0.3092,0,3.2169999999999996,0.037,0.0082,3.2251999999999996,,温岭片,0,0.0,1.9677,1.9759
,台州市,,玉环片,,,378,43.1,20,63.1,35.6379,334.4868,247.3752,617.5,23.0055,196.25,96.6445,315.9,400,0,15.78,8.37,6.5,0,1.774,8.274,1.23,0.3,2.385,0,0,0.0993,13.5,13.5993,0.3541,0.1989,0.4411,0,0,0,0.9941,0.0021,0,0,0.0021,0.005,0.027,0.0452,0.0772,1.0734,0.067,0.2679,0,0.0043,0.2722,0,0.009,0.017,0,0,0.0005,0.0084,0.0349,0,0.0415,0,0.1264,0.0938,0.2617,0.0001,0.0054,0.1842,0.1896,0,0.1858,0.0678,0.2536,0.002,0.0444,0.017,0.0614,0,1.0734,0.0021,0.067,1.1404,,玉环片,0,0.0,0.64,0.7070000000000001
,台州市,临海供水区,临海片,,,2271.9,67.53999999999999,52.260000000000005,119.80000000000001,53.22,385.54,404.4,843.1600000000001,31.95,224.18,60.51,316.64,136,3,66.69,41.617,28.201,7.834,4.42,40.455000000000005,12.790000000000001,0.675,2.4450000000000003,0,1.53,0.69,117.58999999999999,118.28,2.222,0.4882,0.3001,0,0,0,3.0103000000000004,0.036899999999999995,0,0,0.036899999999999995,0,0.015400000000000002,0,0.015400000000000002,3.0626,0.1003,1.323,0.06549999999999999,0.0219,1.4104,0,0.015999999999999997,0.012199999999999999,0,0.09580000000000001,0.0028,0.023700000000000002,0.1505,0,0.0564,0.0214,0.3977,0.07769999999999999,0.5532,0,0.1044,0.11679999999999999,0.2212,0,0.3453,0.229,0.5743,0.036899999999999995,0.0916,0.061399999999999996,0.153,0,3.0626,0.036899999999999995,0.1003,3.1628999999999996,临海供水区,临海片,0,0.0,0.7883,0.8886000000000001
,台州市,天仙供水区,天台片,,,1426,23.79,16.81,40.6,14.92,118.89,157.19,291,0.3,64.6,32.5,97.39999999999999,0,2.25,40.66,20.67,13.923,0.44,3.05,17.413,5.7299999999999995,0.17,0.17,0,0.58,0.67,16.06,16.73,0.8552000000000001,0.07619999999999999,0.0525,0,0,0,0.9839,0.0366,0,0,0.0366,0.0057,0.003,0,0.0087,1.0292000000000001,0.208,0.5231,0.0036,0.0152,0.5419,0.004,0.0014,0.0014,0,0.0165,0.002,0.0034,0.0247,0,0,0.0058,0.061900000000000004,0.0913,0.15899999999999997,0,0.013,0.044899999999999995,0.0579,0.0043,0.13069999999999998,0.06749999999999999,0.1982,0.0283,0.0291,0.0184,0.0475,0,1.0292000000000001,0.0366,0.208,1.2372,天仙供水区,天台片,0,0.0,0.12869999999999998,0.3367
,台州市,,仙居片,,,1992,21.21,14.49,35.7,16.48,104.74,127.98,249.2,0.6,50.35,34.55,85.5,0,1.05,38.28,20.402,16.298,3.62,0,19.918,7.72,0.87,1.35,0,0.39,0.4776,15.06,15.54,0.8078,0.1031,0.0086,0,0,0,0.9195,0.0198,0,0,0.0198,0.01,0.0032,0,0.0132,0.9525,0.2294,0.5356,0.0349,0,0.5705,0.0029,0.0061,0.0093,0,0.0092,0.0007,0.0043,0.0296,0,0,0.0058,0.0528,0.0584,0.117,0.0009,0.0097,0.044,0.0537,0,0.0824,0.0376,0.12,0.016,0.0447,0.017,0.0617,0,0.9525,0.0198,0.2294,1.1819,,仙居片,0,0.0,0.1117,0.34109999999999996
,台州市,三门供水区,三门片,,,1072,18.92,16.18,35.1,35.58,100,130.16,265.74,23.08,51.5,16.69,91.27,950,0,32.47,19.7,11.049,3.297,0,14.346,3.57,0.039,0.304,0,0.029,0.12,10.96,11.08,0.5332,0,0.2461,0,0,0,0.7793,0.0064,0,0,0.0064,0.0197,0.008,0.0265,0.0542,0.8399,0.0992,0.4402,0.0115,0,0.4517,0,0.0006,0.0033,0,0.0029,0.0005,0.0042,0.0115,0,0.0474,0,0.0805,0.0455,0.1734,0.0006,0.0086,0.0249,0.0335,0,0.0755,0.0472,0.1227,0.0058,0.0343,0.0128,0.0471,0,0.8399,0.0064,0.0992,0.9391,三门供水区,三门片,0,0.0,0.2461,0.3453
