序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,宁波市,余姚市,浙东沿海诸河,姚江,2,1236.7,100.66,21.12,121.78,49.89,699.09,465.88,1214.86,2.29,469.23,185.23,656.75,0,87.16,54.28,54.28,35.62,15.426,0,51.046,15.4136,0,0.7,0,2.547,0.187,18.8,18.987,2.3541,0.15,0.6245,0.0026,,0,3.1312,0.0014,0,0,0.0014,0.0148,0.0017,0,0.0165,3.1491,0.43,1.3607,0.1228,0,1.4835,0,0,0.0042,0,0.107,0.0005,0.0082,0.1199,0,0,0.044,0.3103,0.2398,0.5941,0.0013,0.0226,0.2889,0.3115,0.0001,0.5062,0.0978,0.604,0,0.0247,0.0114,0.0361,0,3.1491,0.0014,0.43,3.5791,3.1491000000000002,3.1491000000000002,0,,,,,,,,,,,,,,,,,,,,,,,
41,宁波市,余姚市,浙东沿海诸河,奉化江及甬江干流,2,157.6,0.35,1.6,1.95,0.2,1.78,1.87,3.85,0,0,0,0,0,0,3.4,3.4,1.36,2,0,3.36,1.2137,0.275,0.45,0,0,0.112,0.741,0.853,0.0906,0,0.003,0,,0,0.0936,0,0,0,0,0,0,0,0,0.0936,0,0.0598,0.0168,0,0.0766,0,0.0016,0.0023,0,0,0.0003,0.0003,0.0045,0,0,0,0,0,0,0,0.0011,0.0007,0.0018,0,0.0015,0.0053,0.0068,0,0.0026,0.0013,0.0039,0,0.0936,0,0,0.0936,0.0936,0.0936,0,,,,,,,,,,,,,,,,,,,,,,,
42,宁波市,慈溪市,浙东沿海诸河,姚江,2,1361,145.75,37.2,182.95,58.3848,1168.3741,781.5383,2008.2972,0.762,824.1826,258.879,1083.8236,0,12.7,67.14,55.48,12.2,42.15,0,54.35,8.7082,0.02,1.5,0,2.4516,0.1,32.07,32.17,0.994,0.0504,0.8495,0.8738,,0,2.7677,0.0002,0,0,0.0002,0.0729,0,0,0.0729,2.8408,1.48,0.4514,0.3387,0,0.7901,0,0.0001,0.0112,0,0.1471,0.0003,0.0117,0.1704,0,0,0.0658,0.4183,0.332,0.8161,0.0001,0.0561,0.1819,0.238,0.0001,0.6076,0.1514,0.759,0,0.0475,0.0197,0.0672,0,2.8408,0.0002,1.48,4.3208,2.8408,2.8408,0,,,,,,,,,,,,,,,,,,,,,,,
43,宁波市,象山县,浙东沿海诸河,象山港及三门湾,2,1382,34.84,21.93,56.77,81.69,234.65,246.67,563.01,13.34,123.66,27.89,164.89,240,3.75,35.05,24.465,20.809,2.943,0,23.752,7.2802,3.555,1.845,0,2.05,0.1,19.56,19.66,1.0489,0.199,0.2137,0.0571,,0,1.5187,0,0,0,0,0.0112,0.0001,0.002,0.0133,1.532,0.0515,0.5223,0.0164,0,0.5387,0,0.0213,0.0111,0,0.0881,0.0004,0.0074,0.1283,0,0.0251,0.0097,0.1424,0.0563,0.2335,0,0.0151,0.2165,0.2316,0,0.2408,0.1381,0.3789,0,0.019,0.002,0.021,0,1.532,0,0.0515,1.5835,1.5319999999999998,1.532,0,,,,,,,,,,,,,,,,,,,,,,,
44,宁波市,宁海县,浙东沿海诸河,奉化江及甬江干流,2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
45,宁波市,宁海县,浙东沿海诸河,象山港及三门湾,2,1840.2,43.8,25.8,69.6,48.2,354.7,319.6,722.5,28.66,200.89,77.04,306.59,452,0,50.61,26.78,19.664,4.86,0,24.524,8.556,4.245,2.385,0,1.6395,0.32,12.83,13.15,3.6788,0,0,-2.0786,,0,1.6002,0.0022,0,0,0.0022,0.0038,0,0,0.0038,1.6062,0.1224,0.5801,0.046,0,0.6261,0,0.0297,0.0167,0,0.0902,0.0011,0.0094,0.1471,0,0.0587,0,0.1215,0.0554,0.2356,0.0013,0.0175,0.1112,0.1287,0.0009,0.2857,0.1467,0.4324,0,0.0283,0.008,0.0363,0,1.6062,0.0022,0.1224,1.7286,1.6062,1.6062,0,,,,,,,,,,,,,,,,,,,,,,,
,宁波,宁波城市供水区,中心城区,,,2461,373.12000000000006,74.84,447.9599999999999,66.8823,2822.0877,4295.5635999999995,7184.5336,54.949999999999996,2134.8449,274.56750000000005,2464.3624000000004,500,446.3,80.01,62.229800000000004,44.7843,12.6652,0,57.4495,19.3668,1.955,4.113,0,0.8378,0.4842000000000001,7.6456,8.1298,2.9953,0.30790000000000006,3.5962,2.8215,,0,9.720900000000002,0.0061,0,0,0.0061,0.3048,0.0003,0,0.3051,10.032100000000002,2.9899999999999998,1.5391,0.11390000000000002,0,1.6530000000000002,0,0.014000000000000002,0.0284,0,0.045399999999999996,0.0019000000000000002,0.0034,0.09309999999999999,0,0.1075,0.42410000000000003,2.8137999999999996,0.5513,3.8966999999999996,0.0059,0.13060000000000002,1.3096000000000003,1.4402,0.0002,2.1677999999999997,0.38949999999999996,2.5573,0,0.3026,0.08920000000000002,0.39180000000000004,0,10.032100000000002,0.0061,2.9899999999999998,13.0221,,,,,,,,,,,,,,,,,,,,,,,,,,
,宁波,,奉化区,,,1268,34.660000000000004,23.09,57.75,32.7,412.3,240.76999999999998,685.77,0,314.59,53.730000000000004,368.32000000000005,0,0,34.72,34.72,26.099999999999998,6.41,0,32.51,6.3889000000000005,6.45,0.8999999999999999,0,0.108,0.08,12.620000000000001,12.7,2.0801,0.2158,0.245,-0.8256,,0,1.7153,0.0017,0,0,0.0017,0,0,0,0,1.717,0.1381,0.8613,0.0549,0,0.9162,0,0.0387,0.0054,0,0.0065,0.00030000000000000003,0.0092,0.0601,0,0,0,0.1654,0.0786,0.244,0.001,0.028700000000000003,0.1251,0.1538,0.0007,0.1995,0.12029999999999999,0.3198,0,0.0126,0.0105,0.023100000000000002,0,1.717,0.0017,0.1381,1.8551,,,,,,,,,,,,,,,,,,,,,,,,,,
,宁波,余慈供水区,余姚市,,,1501,101.38999999999999,24.01,125.4,50.190000000000005,701.46,469.07,1220.7199999999998,2.29,469.23,185.23,656.75,0,87.16,59.61,59.61,37.379999999999995,17.696,0,55.076,17.137600000000003,0.975,1.6199999999999999,0,2.547,0.43,20.03,20.46,2.4772999999999996,0.15,0.6295000000000001,0.0026,,0,3.2594000000000003,0.0014,0,0,0.0014,0.0148,0.0017,0,0.0165,3.2773,0.43,1.4325,0.14150000000000001,0,1.574,0,0.0055,0.0091,0,0.107,0.0013,0.0088,0.1317,0,0,0.044,0.3103,0.2398,0.5941,0.0013,0.0247,0.29069999999999996,0.3154,0.0001,0.5097999999999999,0.1091,0.6189,0,0.0294,0.0138,0.0432,0,3.2773,0.0014,0.43,3.7073,,,,,,,,,,,,,,,,,,,,,,,,,,
,宁波,,慈溪市（含杭州湾新区）,,,1361,145.75,37.2,182.95,58.3848,1168.3741,781.5383,2008.2972,0.762,824.1826,258.879,1083.8236,0,12.7,67.14,55.48,12.2,42.15,0,54.35,8.7082,0.02,1.5,0,2.4516,0.1,32.07,32.17,0.994,0.0504,0.8495,0.8738,,0,2.7677,0.0002,0,0,0.0002,0.0729,0,0,0.0729,2.8408,1.48,0.4514,0.3387,0,0.7901,0,0.0001,0.0112,0,0.1471,0.0003,0.0117,0.1704,0,0,0.0658,0.4183,0.332,0.8161,0.0001,0.0561,0.1819,0.238,0.0001,0.6076,0.1514,0.759,0,0.0475,0.0197,0.0672,0,2.8408,0.0002,1.48,4.3208,,,,,,,,,,,,,,,,,,,,,,,,,,
,宁波,宁象供水区,宁海县,,,1843,43.8,25.8,69.6,48.2,354.7,319.6,722.5,28.66,200.89,77.04,306.59,452,0,50.61,26.78,19.664,4.86,0,24.524,8.556,4.245,2.385,0,1.6395,0.32,12.83,13.15,3.6788,0,0,-2.0786,,0,1.6002,0.0022,0,0,0.0022,0.0038,0,0,0.0038,1.6062,0.1224,0.5801,0.046,0,0.6261,0,0.0297,0.0167,0,0.0902,0.0011,0.0094,0.1471,0,0.0587,0,0.1215,0.0554,0.2356,0.0013,0.0175,0.1112,0.1287,0.0009,0.2857,0.1467,0.4324,0,0.0283,0.008,0.0363,0,1.6062,0.0022,0.1224,1.7286,,,,,,,,,,,,,,,,,,,,,,,,,,
,宁波,,象山县,,,1382,34.84,21.93,56.77,81.69,234.65,246.67,563.01,13.34,123.66,27.89,164.89,240,3.75,35.05,24.465,20.809,2.943,0,23.752,7.2802,3.555,1.845,0,2.05,0.1,19.56,19.66,1.0489,0.199,0.2137,0.0571,,0,1.5187,0,0,0,0,0.0112,0.0001,0.002,0.0133,1.532,0.0515,0.5223,0.0164,0,0.5387,0,0.0213,0.0111,0,0.0881,0.0004,0.0074,0.1283,0,0.0251,0.0097,0.1424,0.0563,0.2335,0,0.0151,0.2165,0.2316,0,0.2408,0.1381,0.3789,0,0.019,0.002,0.021,0,1.532,0,0.0515,1.5835,,,,,,,,,,,,,,,,,,,,,,,,,,
