序号,市,县（市、区）,水资源分区,nan,水资源利用分区,nan,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水
55,温州市,平阳县,瓯江温溪以下,鳌江,5,0.0,832.3,39.1838,21.7737,60.9575,16.5102,217.7378,245.4802,479.7282,5.08,82.6448,100.0065,187.7313,0,1.2,20,18.76,14.6177,3.3388,0,17.9565,9.585,0.23,1.935,0,0.2483,0.8901,17.2323,18.1224,0.5201,0.4189,0.3576,0,,0,1.2966,0.001,0,0,0.001,0.0407,0,0,0.0407,1.3383,0,0.57,0.0624,0,0.6324,0,0.001,0.01,0,0.031,0.0026,0.0058,0.0504,0,0,0.0075,0.0965,0.1569,0.2609,0.0003,0.0205,0.0851,0.1056,0,0.1838,0.088,0.2718,0.0007,0.0172,0,0.0172,0,1.3383,0.001,0,1.3383,0,0,0
56,温州市,苍南县,瓯江温溪以下,鳌江,5,0.009999999999990905,956.31,55.4582,18.6427,74.1009,28.7272,148.6868,213.4089,390.8229,0,35.0153,48.0238,83.0391,0,0,22.9,20.22,14.0855,4.0747,0,18.1602,11.0619,2.16,2.438,0,0.0763,0.8816,18.597,19.4786,0.8612,0.2398,0.0238,0,,0,1.1248,0.0016,0,0,0.0016,0,0,0,0,1.1264,0,0.505,0.0751,0,0.5801,0,0.0114,0.0119,0,0.0134,0.0026,0.0055,0.0448,0,0,0,0.0197,0.0679,0.0876,0.0001,0.0035,0.0743,0.0778,0,0.2376,0.0684,0.306,0.0015,0.0301,0,0.0301,0,1.1264,0.0016,0,1.1264,0,0,0
57,温州市,苍南县,闽东诸河,闽东诸河,5,0.0,112.7,4.0152,6.6039,10.6191,2.4361,14.2395,20.0612,36.7368,0,2.5218,3.7227,6.2445,0,0,2.64,1.89,1.4,0.3081,0,1.7081,0,0.45,0.31,0,0,0.1417,4.9915,5.1332,0.0652,0.0708,0,0,,0,0.136,0.0005,0,0,0.0005,0,0,0,0,0.1365,0,0.053,0.0055,0,0.0585,0,0.003,0.004,0,0,0.0003,0.0025,0.0098,0,0,0,0.0034,0.0052,0.0086,0,0.001,0.01,0.011,0,0.018,0.025,0.043,0.0005,0.0056,0,0.0056,0,0.1365,0.0005,0,0.1365,0,0,0
58,温州市,文成县,瓯江温溪以上,小溪及瓯江青田段,5,0.0,104.9,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,2.68,1.73,0.11,0,0,0.11,0,0,0.2645,0,0,0,0,0,0.0073,0,0,0,,0,0.0073,0,0,0,0,0,0,0,0,0.0073,0,0.0051,0,0,0.0051,0,0,0.0014,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0,0,0,0,0,0.0073,0,0,0.0073,0,0,0
59,温州市,文成县,瓯江温溪以下,飞云江,5,0.0,1170.4,13.3828,15.3972,28.78,10.7244,32.6038,83.2189,126.5471,0,3.6371,10.7229,14.36,0,0,19,17,6.4135,0.9865,0,7.4,5.0872,0,1.6,0,0,0.1901,2.3261,2.5162,0.3735,0.1214,0.005,0,,0,0.4999,0.001,0,0,0.001,0.036,0,0,0.036,0.5369,0,0.3197,0.0204,0,0.3401,0,0,0.007,0,0,0.0005,0.0009,0.0084,0,0,0,0.0087,0.0107,0.0194,0,0.0119,0.0278,0.0397,0,0.0582,0.0517,0.1099,0.001,0.0194,0,0.0194,0,0.5369,0.001,0,0.5369,0,0,0
60,温州市,文成县,瓯江温溪以下,鳌江,5,0.0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,温州市,泰顺县,瓯江温溪以下,飞云江,5,0.0,863.3,6.1797,6.7972,12.9769,5.7662,25.6347,38.4231,69.824,0,1.93,5.7,7.63,0,0,10,8.2394,3.7501,0.2486,0,3.9987,4.6163,0,1.307,0,0,0.1612,8.317,8.4782,0.1291,0.0778,0.0066,0,,0,0.2135,0.0008,0,0,0.0008,0.0008,0.0008,0.0008,0,0.2143,0,0.1238,0.0035,0,0.1273,0,0,0.007,0,0,0.0004,0.0029,0.0103,0,0,0,0.0047,0.0035,0.0082,0.0008,0.0114,0.005,0.0164,0,0.0236,0.0227,0.0463,0,0.0058,0,0.0058,0,0.2143,0.0008,0,0.2143,0,0,0
62,温州市,泰顺县,瓯江温溪以下,鳌江,5,0.0,36.6,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,1.24,0.2867,0.25,0.0068,0,0.2568,0,0,0,0,0,0,2.408,2.408,0.0077,0.0036,0,0,,0,0.0113,0,0,0,0,0,0,0,0,0.0113,0,0.0078,0.0001,0,0.0079,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0.0011,0.0003,0.0014,0,0.001,0.0008,0.0018,0,0,0,0,0,0.0113,0,0,0.0113,0,0,0
63,温州市,泰顺县,闽东诸河,闽东诸河,5,0.0,868.1,6.3176,6.9855,13.3031,5.5345,26.6609,41.965,74.1604,0,2.07,6.3031,8.3731,0,0,15.44,12.6071,5.7531,0.51,0,6.2631,2,0,1.3,0,0,0.141,6.9226,7.0636,0.1753,0.0994,0.006,0,,0,0.2807,0.0011,0,0,0.0011,0.0117,0,0,0.0117,0.2935,0,0.1959,0.0068,0,0.2027,0,0,0.0034,0,0,0.0004,0.0021,0.0059,0,0,0,0.0048,0.0047,0.0095,0,0.0136,0.0058,0.0194,0.001,0.0255,0.0241,0.0496,0.0001,0.0064,0,0.0064,0,0.2935,0.0011,0,0.2935,0,0,0
64,温州市,瑞安市,瓯江温溪以下,飞云江,5,0.0,1340.9,103.904,48.896,152.8,29.02,542.7805,626.0719,1197.8724,8.7,228.6094,213.58,450.8894,0,4.4,36.7,31.9032,23.5004,3.6796,0,27.18,10.7616,3.825,3.765,0,0.2326,0.9771,18.119,19.0961,1.659,0.0599,0.6926,0,,0,2.4115,0.0016,0,0,0.0016,0.051,0,0,0.051,2.4641,1.6737,0.8,0.0527,0,0.8527,0,0.0172,0.017,0,0.04,0.0029,0.0072,0.0843,0,0,0.0102,0.2112,0.2137,0.4351,0.0004,0.1198,0.1079,0.2277,0.0008,0.5581,0.1912,0.7493,0.0004,0.115,0,0.115,0,2.4641,0.0016,1.6737,4.1378,0,0,0
65,温州市,瑞安市,瓯江温溪以下,鳌江,5,0.0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,温州市,乐清市,瓯江温溪以下,楠溪江,5,0.0,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,温州市,乐清市,瓯江温溪以下,瓯江下游干流,5,0.0,1354.1,97.8622,48.8578,146.72,22.7938,685.0651,794.0936,1501.9525,91.92,325.05,214.2469,631.2169,315,2.4,28.69,26.61,21.0168,3.6328,0,24.6496,14.4535,6,3.513,0,0.0052,1.4547,17.3505,18.8052,1.7208,0.7133,0.0447,0,,0,2.4788,0.0026,0,0,0.0026,0.0115,0,0.0259,0.0374,2.5188,0,0.8323,0.0602,0,0.8925,0,0.0216,0.0133,0,0.0051,0.0043,0.0068,0.0511,0,0.1076,0.0068,0.1903,0.182,0.4867,0.0006,0.1111,0.144,0.2551,0.0002,0.4529,0.1779,0.6308,0.0018,0.2026,0,0.2026,0,2.5188,0.0026,0,2.5188,0,0,0
68,温州市,龙港市,瓯江温溪以下,鳌江,5,-0.009999999999990905,183.99,46.0012,0.9388,46.94,9.6319,165.415,195.0936,370.1405,39.3,50.81,62.6226,152.7326,203,1.9,7.97,7.47,5.4553,1.1347,0,6.59,4,0,0.0675,0,0,0.0322,2.4629,2.4951,0.6246,0.0385,0.0901,0,,0,0.7532,0,0,0,0,0.0018,0,0,0.0018,0.755,0,0.234,0.02,0,0.254,0,0,0.0003,0,0,0.0001,0.0009,0.0013,0,0.0329,0.0072,0.074,0.0634,0.1775,0,0.0064,0.0632,0.0696,0,0.2188,0.0042,0.223,0,0.0296,0,0.0296,0,0.755,0,0,0.755,0,0,0
温州区,温州,温瑞供水区,温州市区,,,,1317,273.6544,33.2156,306.87,20.673000000000002,1203.2133999999999,1894.422,3118.3084,12.1,410.16560000000004,512.761,935.0266000000001,34.2,5.6,19.840000000000003,16.3627,12.335,2.6581,0,14.993099999999998,4.8456,0.06,2.061,0,0,0.3524,16.4802,16.8326,3.6727999999999996,0.8441000000000001,0.6464000000000001,0,,0,5.1633,0.0005,0,0,0.0005,0,0,0,0.0002,5.164,2.6094999999999997,0.5536000000000001,0.0896,0,0.6432,0,0.0004,0.010299999999999998,0,0.0014,0.001,0.0063999999999999994,0.0195,0,0,0.0127,0.3566,0.5354,0.9047,0,0.322,0.7905,1.1125,0,1.5828000000000002,0.141,1.7238,0.0005,0.7603,0,0.7603,0,5.164,0.0005,2.6094999999999997,7.773499999999999,0,0,0
,温州,,瑞安市,,,,1350,103.904,48.896,152.8,29.02,542.7805,626.0719,1197.8724,8.7,228.6094,213.58,450.8894,0,4.4,36.7,31.9032,23.5004,3.6796,0,27.18,10.7616,3.825,3.765,0,0.2326,0.9771,18.119,19.0961,1.659,0.0599,0.6926,0,,0,2.4115,0.0016,0,0,0.0016,0.051,0,0,0.051,2.4641,1.6737,0.8,0.0527,0,0.8527,0,0.0172,0.017,0,0.04,0.0029,0.0072,0.0843,0,0,0.0102,0.2112,0.2137,0.4351,0.0004,0.1198,0.1079,0.2277,0.0008,0.5581,0.1912,0.7493,0.0004,0.115,0,0.115,0,2.4641,0.0016,1.6737,4.1378,0,0,0
,温州,永乐供水区,永嘉县,,,,2677.0000000000005,50.692,36.708,87.4,19.2749,228.9948,268.4105,516.6802,3.82,78.9379,79.6197,162.3776,0,1,37.3,28.2541,16.4004,5.3416,0,21.742,10.5051,0,6.231,0,0.0252,1.8097,23.6241,25.433799999999998,0.7477,0.5906,0.21439999999999998,0,,0,1.5527,0.0108,0,0,0.0108,0.005,0,0,0.005,1.5685,0,0.6633,0.1043,0,0.7676,0.0081,0,0.0234,0,0.0036,0.0052,0.0093,0.0415,0,0,0.0043,0.1095,0.1397,0.2535,0.0003,0.0176,0.10189999999999999,0.1195,0,0.2298,0.137,0.3668,0.0024000000000000002,0.0196,0,0.0196,0,1.5685,0.0108,0,1.5685,0,0,0
,温州,,乐清市,,,,1385,97.8622,48.8578,146.72,22.7938,685.0651,794.0936,1501.9525,91.92,325.05,214.2469,631.2169,315,2.4,28.69,26.61,21.0168,3.6328,0,24.6496,14.4535,6,3.513,0,0.0052,1.4547,17.3505,18.8052,1.7208,0.7133,0.0447,0,,0,2.4788,0.0026,0,0,0.0026,0.0115,0,0.0259,0.0374,2.5188,0,0.8323,0.0602,0,0.8925,0,0.0216,0.0133,0,0.0051,0.0043,0.0068,0.0511,0,0.1076,0.0068,0.1903,0.182,0.4867,0.0006,0.1111,0.144,0.2551,0.0002,0.4529,0.1779,0.6308,0.0018,0.2026,0,0.2026,0,2.5188,0.0026,0,2.5188,0,0,0
,温州,文泰供水区,文成县,,,,1296.0000000000002,13.3828,15.6472,29.03,10.7244,32.6038,83.2189,126.5471,0,3.6371,10.7229,14.36,0,0,21.68,18.73,6.5235,0.9865,0,7.510000000000001,5.0872,0,1.8645,0,0,0.1901,2.3261,2.5162,0.38079999999999997,0.1214,0.005,0,,0,0.5072,0.001,0,0,0.001,0.036,0,0,0.036,0.5442,0,0.3248,0.0204,0,0.3452,0,0,0.0084,0,0,0.0005,0.0009,0.0098,0,0,0,0.0087,0.0107,0.0194,0,0.0119,0.0278,0.0397,0,0.0582,0.052500000000000005,0.11069999999999999,0.001,0.0194,0,0.0194,0,0.5442,0.001,0,0.5442,0,0,0
,温州,,泰顺县,,,,1768,12.7473,14.0327,26.78,11.3007,52.2956,80.38810000000001,143.9844,0,4,12.0031,16.0031,0,0,26.68,21.133200000000002,9.7532,0.7654000000000001,0,10.5186,6.6163,0,2.607,0,0,0.3022,17.6476,17.9498,0.31210000000000004,0.18080000000000002,0.0126,0,,0,0.5055,0.0019000000000000002,0,0,0.0019000000000000002,0.0125,0.0008,0.0008,0.0117,0.5190999999999999,0,0.3275,0.0104,0,0.3379,0,0,0.0104,0,0,0.0008,0.0052,0.016399999999999998,0,0,0,0.0095,0.0082,0.0177,0.0008,0.026099999999999998,0.011099999999999999,0.0372,0.001,0.0501,0.0476,0.09770000000000001,0.0001,0.012199999999999999,0,0.012199999999999999,0,0.5190999999999999,0.0019000000000000002,0,0.5190999999999999,0,0,0
,温州,平苍供水区,平阳县,,,,1042,55.2763,31.3637,86.64,23.436,315.9598,307.0828,646.4786,5.08,117.88470000000001,130.7582,253.7229,0,1.2,28.45,25.57,18.294,4.9447,0,23.238699999999998,12.585,0.27,2.076,0,0.2483,1.0791,32.3623,33.4414,0.6647000000000001,0.6481,0.4512,0,,0,1.764,0.002,0,0,0.002,0.0407,0,0,0.0407,1.8067,0,0.7101,0.0901,0,0.8002,0,0.0012000000000000001,0.0104,0,0.031,0.0031,0.0102,0.0559,0,0,0.0075,0.1305,0.2099,0.3479,0.0003,0.041,0.1422,0.1832,0,0.256,0.12819999999999998,0.3842,0.0017000000000000001,0.0353,0,0.0353,0,1.8067,0.002,0,1.8067,0,0,0
,温州,,苍南县(含龙港),,,,1253,105.4746,26.1854,131.66,40.7952,328.3413,428.56370000000004,797.7002,39.3,88.34710000000001,114.3691,242.0162,203,1.9,33.51,29.58,20.9408,5.5175,0,26.458299999999998,15.0619,2.6100000000000003,2.8155,0,0.0763,1.0555,26.051400000000005,27.106900000000003,1.5510000000000002,0.34909999999999997,0.1139,0,,0,2.0140000000000002,0.0021000000000000003,0,0,0.0021000000000000003,0.0018,0,0,0.0018,2.0179,0,0.792,0.10060000000000001,0,0.8926,0,0.0144,0.016200000000000003,0,0.0134,0.0029999999999999996,0.0089,0.0559,0,0.0329,0.0072,0.09709999999999999,0.1365,0.2737,0.0001,0.0109,0.14750000000000002,0.15839999999999999,0,0.4744,0.0976,0.572,0.002,0.0653,0,0.0653,0,2.0179,0.0021000000000000003,0,2.0179,0,0,0
