序号,市,县（市、区）,水资源分区,nan,水资源利用分区,nan,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水
162,台州市,天台县,瓯江温溪以下,始丰溪,4,0.0,1087,25.85,18.66,44.51,15.52,133.03,191.73,340.28,0.35,77.51,35.3,113.16,0,2.25,27.66,25.2889,12.0521,3.7873,0,15.8394,6.33,0.1262,1.9309,0,0.31,0.9633,29.0416,30.0049,0.9541,0.0713,0.0502,0,,0,1.0756,0.001,0,0,0.001,0.0058,0.0031,0,0.0089,1.0855,0.2356,0.4511,0.1066,0,0.5577,0,0.001,0.0127,0,0.0155,0.0026,0.0105,0.0423,0,0,0.0015,0.0643,0.0886,0.1544,0,0.0127,0.0647,0.0774,0,0.1249,0.0905,0.2154,0.001,0.0235,0.0148,0.0383,0,1.0855,0.001,0.2356,1.3211,0,0,0
163,台州市,仙居县,瓯江温溪以下,永安溪,4,0.0,1955.3,23.2,19.8,43,18.99,123.31,157.82,300.12,0.78,60.61,39.75,101.14,0,0.75,38.28,25.9476,17.9746,1.9434,0,19.918,8.23,0.87,1.348,0,0.3,0.3688,19.3214,19.6902,0.8997,0.1101,0.0084,0,,0,1.0182,0.0005,0,0,0.0005,0.0328,0.0036,0,0.0364,1.0551,0,0.5873,0.0498,0,0.6371,0,0.0064,0.0098,0,0.015,0.001,0.007,0.0392,0,0,0.002,0.0521,0.0508,0.1049,0.0003,0.0076,0.0347,0.0423,0.0002,0.1001,0.0778,0.1779,0,0.037,0.0167,0.0537,0,1.0551,0.0005,0,1.0551,0,0,0
164,台州市,仙居县,瓯江温溪以下,始丰溪,4,0.0,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,台州市,温岭市,瓯江温溪以下,温黄平原,4,0.0,638.2,94.4,40.78,135.18,88.96,553.74,635.44,1278.14,0.37,234.98,194.91,430.26,0,4.5,48.16,35.4275,27.4747,4.2072,0,31.6819,10.78,0.09,9.8,0,0.7623,0.1759,24.4895,24.6654,1.1432,0.1371,1.5781,0,,0,2.8584,0.0015,0,0,0.0015,0.0002,0,0,0.0002,2.8601,0.0081,1.3464,0.16,0,1.5064,0,0.0008,0.0836,0,0.0762,0.0006,0.009,0.1702,0,0,0.0101,0.0826,0.1954,0.2881,0,0.0393,0.1544,0.1937,0,0.4378,0.1774,0.6152,0.0015,0.05,0.0365,0.0865,0,2.8601,0.0015,0.0081,2.8682,0,0,0
166,台州市,温岭市,瓯江温溪以下,玉环岛,4,0.0,197.8,0.7,6.42,7.12,5.25,15.73,7.64,28.62,0,4.74,3.23,7.97,0,0,3.11,2.7591,1.2929,0.198,0,1.4909,0.66,0,1.6,0,0.1017,0.0146,3.642,3.6566,0.0283,0.0335,0.0889,0,,0,0.1507,0,0,0,0,0,0,0,0,0.1507,0.0002,0.0476,0.0057,0,0.0533,0,0,0.0132,0,0.0102,0.0001,0.0013,0.0248,0,0,0,0.0009,0.0052,0.0061,0,0.0058,0.0008,0.0066,0,0.0031,0.0263,0.0294,0,0.0254,0.0051,0.0305,0,0.1507,0,0.0002,0.1509,0,0,0
167,台州市,临海市,浙东沿海诸河,象山港及三门湾,4,0.0,113.7,4.35,3.98,8.33,4.44,29.93,31.8,66.17,0,20.26,4.95,25.21,0,0,4.34,3.5135,2.3838,0.4794,0,2.8632,0.91,0.02,0.14,0,0.038,0.048,3.904,3.952,0.1587,0.0275,0.0195,0,,0,0.2057,0.0001,0,0,0.0001,0,0,0,0,0.2058,0,0.0888,0.0138,0,0.1026,0,0.0011,0.0017,0,0.0041,0.0001,0.0022,0.0092,0,0,0,0.0301,0.005,0.0351,0,0.0015,0.007,0.0085,0,0.0212,0.0191,0.0403,0.0001,0.0055,0.0046,0.0101,0,0.2058,0.0001,0,0.2058,0,0,0
168,台州市,临海市,瓯江温溪以下,永安溪,4,0.0,397.1,5.69,4.9,10.59,5.49,36.69,39.08,81.26,0,24.9,6.09,30.99,0,0,6.05,4.7173,3.2038,0.6444,0,3.8482,1.12,0.02,0.18,0,0.0253,0.0721,7.9927,8.0648,0.1314,0.1017,0.0372,0,,0,0.2703,0.0001,0,0,0.0001,0,0,0,0,0.2704,0,0.1187,0.0184,0,0.1371,0,0.0006,0.001,0,0.0025,0.0003,0.0029,0.0073,0,0,0,0.0367,0.0066,0.0433,0,0.0024,0.0125,0.0149,0,0.0276,0.0231,0.0507,0.0001,0.011,0.0061,0.0171,0,0.2704,0.0001,0,0.2704,0,0,0
169,台州市,临海市,瓯江温溪以下,始丰溪,4,0.0,247,7.68,6.71,14.39,7.53,50.31,53.48,111.32,0,34.08,8.34,42.42,0,0,9.07,6.43,4.4941,0.9038,0,5.3979,1.53,0.04,0.24,0,0.0253,0.0961,10.9563,11.0524,0.1931,0.1141,0.0489,0,,0,0.3561,0.0001,0,0,0.0001,0,0,0,0,0.3562,0,0.1601,0.0248,0,0.1849,0,0.0013,0.0018,0,0.0027,0.0006,0.0037,0.0101,0,0,0,0.0501,0.0093,0.0594,0,0.0027,0.0156,0.0183,0,0.038,0.032,0.07,0.0001,0.0081,0.0054,0.0135,0,0.3562,0.0001,0,0.3562,0,0,0
170,台州市,临海市,瓯江温溪以下,灵江及椒江左岸,4,0.0,1381.2,40.12,36.5,76.62,41.01,273.98,293.18,608.17,0.4,185.15,45.41,230.96,0,6.2,41.12,25.0569,17.5791,3.5355,0,21.1146,8.18,0.08,1.01,0,0.861,0.4923,58.3665,58.8588,1.6318,0.2203,0.1261,0,,0,1.9782,0.0014,0,0,0.0014,0,0,0,0,1.9796,0,0.8778,0.1457,0,1.0235,0,0.0041,0.0075,0,0.0858,0.0026,0.0197,0.1197,0,0,0.0214,0.2437,0.0453,0.3104,0,0.0113,0.0611,0.0724,0,0.201,0.1805,0.3815,0.0014,0.0433,0.0288,0.0721,0,1.9796,0.0014,0,1.9796,0,0,0
171,台州市,临海市,瓯江温溪以下,温黄平原,4,0.0,32,0.76,0.71,1.47,0.78,5.25,5.58,11.61,0,3.57,0.87,4.44,0,0,0.99,0.9858,0.5969,0.1201,0,0.717,0.16,0.01,0.13,0,0.0063,0.012,1.167,1.179,0.0355,0.009,0.0018,0,,0,0.0463,0.0001,0,0,0.0001,0,0,0,0,0.0464,0.0097,0.021,0.0033,0,0.0243,0,0.0002,0.001,0,0.0006,0.0001,0.0004,0.0023,0,0,0,0.0051,0.0011,0.0062,0,0.0014,0.0013,0.0027,0,0.004,0.0033,0.0073,0.0001,0.0024,0.0012,0.0036,0,0.0464,0.0001,0.0097,0.0561,0,0,0
172,台州市,玉环市,瓯江温溪以下,玉环岛,4,0.0,378,47.9,17.3,65.2,45.29,391.03,295.28,731.6,10.88,271.42,80.34,362.64,0,411,15.85,6.2,3.3679,2.7521,0,6.12,1.23,0.19,2,0,0.615,0.0773,10.4375,10.5148,0.3892,0.1725,0.3462,0,,0,0.9079,0.0022,0,0,0.0022,0,0,0.1024,0.1024,1.0125,0.067,0.1642,0.1016,0,0.2658,0,0.002,0.021,0,0.1168,0.0003,0.0038,0.1439,0,0.0962,0.0062,0.0656,0.0529,0.2209,0,0.0114,0.0428,0.0542,0,0.1856,0.0636,0.2492,0.0022,0.0579,0.0206,0.0785,0,1.0125,0.0022,0.067,1.0795,0,0,0
台州区,台州市,台州南片供水区,台州市区,,,,1435.1000000000001,144.57999999999998,60.53,205.10999999999999,49.8,806.75,1134.44,1990.9899999999998,6,467.26,227.47,700.73,0,41.6,56.185,33.872,28.035199999999996,2.8795,0,30.9147,9.82,1.0350000000000001,4.625,0,0.6804,0.1503,10.0365,10.186799999999998,2.5803,0,1.1072,0,,0,3.6875,0.010700000000000001,0,0,0.010700000000000001,0.1143,0.021799999999999996,0,0.1361,3.8343,1.1310000000000002,1.2204000000000002,0.097,0,1.3174000000000001,0,0.0127,0.0445,0,0.098,0.0006000000000000001,0.0036999999999999997,0.1595,0,0,0.0458,0.4964,0.20779999999999998,0.75,0,0.0803,0.3428,0.42310000000000003,0,0.7053,0.22759999999999997,0.9329000000000001,0.010700000000000001,0.1513,0.1001,0.2514,0,3.8343,0.010700000000000001,1.1310000000000002,4.9653,0,0,0
,台州市,,温岭片,,,,836,95.10000000000001,47.2,142.3,94.21,569.47,643.08,1306.76,0.37,239.72,198.14,438.23,0,4.5,51.269999999999996,38.1866,28.767599999999998,4.405200000000001,0,33.172799999999995,11.44,0.09,11.4,0,0.864,0.1905,28.1315,28.322000000000003,1.1715,0.1706,1.667,0,,0,3.0091,0.0015,0,0,0.0015,0.0002,0,0,0.0002,3.0108,0.0083,1.3940000000000001,0.16570000000000001,0,1.5596999999999999,0,0.0008,0.0968,0,0.0864,0.0007,0.0103,0.19499999999999998,0,0,0.0101,0.0835,0.2006,0.2942,0,0.0451,0.1552,0.2003,0,0.4409,0.2037,0.6446,0.0015,0.0754,0.0416,0.11699999999999999,0,3.0108,0.0015,0.0083,3.0191,0,0,0
,台州市,,玉环片,,,,378,47.9,17.3,65.2,45.29,391.03,295.28,731.6,10.88,271.42,80.34,362.64,0,411,15.85,6.2,3.3679,2.7521,0,6.12,1.23,0.19,2,0,0.615,0.0773,10.4375,10.5148,0.3892,0.1725,0.3462,0,,0,0.9079,0.0022,0,0,0.0022,0,0,0.1024,0.1024,1.0125,0.067,0.1642,0.1016,0,0.2658,0,0.002,0.021,0,0.1168,0.0003,0.0038,0.1439,0,0.0962,0.0062,0.0656,0.0529,0.2209,0,0.0114,0.0428,0.0542,0,0.1856,0.0636,0.2492,0.0022,0.0579,0.0206,0.0785,0,1.0125,0.0022,0.067,1.0795,0,0,0
,台州市,临海供水区,临海片,,,,2271.9,69.12,58.17,127.29,62.61,455.05,508.78,1026.4399999999998,13.290000000000001,287.29,84.43,385.01000000000005,136,6.2,69.57,44.59649999999999,31.230600000000003,6.0306999999999995,0,37.2613,12.68,0.7300000000000001,2.6899999999999995,0,0.9679,0.8209,84.27550000000001,85.0964,2.3941,0.4726,0.32320000000000004,0,,0,3.1899,0.0021,0,0,0.0021,0,0,0,0,3.192,0.0419,1.3822999999999999,0.2159,0,1.5982,0,0.013200000000000002,0.0234,0,0.0969,0.004,0.029599999999999998,0.1671,0,0.075,0.0214,0.3792,0.0751,0.5507,0,0.024599999999999997,0.1038,0.12840000000000001,0,0.3451,0.2797,0.6248,0.0021,0.0742,0.0486,0.1228,0,3.192,0.0021,0.0419,3.2338999999999998,0,0,0
,台州市,天仙供水区,天台片,,,,1426,26,21,47,17.82,139.4,193.85999999999999,351.08,0.35,78.13000000000001,36.19,114.67,0,2.25,40.66,27.7648,13.2548,4.1652000000000005,0,17.419999999999998,7.46,0.165,2.5251,0,0.31,1.1485,32.0776,33.2261,0.9921,0.0858,0.0595,0,,0,1.1374,0.0012000000000000001,0,0,0.0012000000000000001,0.0058,0.0031,0,0.0089,1.1475,0.2356,0.4849,0.11460000000000001,0,0.5994999999999999,0,0.0013,0.0178,0,0.0155,0.0034,0.0117,0.049699999999999994,0,0,0.0015,0.0654,0.09029999999999999,0.1572,0,0.0127,0.0653,0.078,0,0.1258,0.099,0.2248,0.0012000000000000001,0.0235,0.0148,0.0383,0,1.1475,0.0012000000000000001,0.2356,1.3831,0,0,0
,台州市,,仙居片,,,,1992,23.2,19.8,43,18.99,123.31,157.82,300.12,0.78,60.61,39.75,101.14,0,0.75,38.28,25.9476,17.9746,1.9434,0,19.918,8.23,0.87,1.348,0,0.3,0.3688,19.3214,19.6902,0.8997,0.1101,0.0084,0,,0,1.0182,0.0005,0,0,0.0005,0.0328,0.0036,0,0.0364,1.0551,0,0.5873,0.0498,0,0.6371,0,0.0064,0.0098,0,0.015,0.001,0.007,0.0392,0,0,0.002,0.0521,0.0508,0.1049,0.0003,0.0076,0.0347,0.0423,0.0002,0.1001,0.0778,0.1779,0,0.037,0.0167,0.0537,0,1.0551,0.0005,0,1.0551,0,0,0
,台州市,三门供水区,三门片,,,,1072,21.1,16.8,37.9,40.57,154.22,137.84,332.63,58.67,67.72,8.75,135.14,0.46,0,32.47,15.7995,8.9989,2.9318,0,11.9307,5.13,0.03,0.21,0,0.029,0.28,20.4517,20.7317,0.5179,0,0.327,0,,0,0.8449,0.0005,0,0,0.0005,0.0216,0.0146,0.0196,0.0558,0.9012,0.1193,0.368,0.0901,0,0.4581,0,0.0005,0.0024,0,0.0029,0.001,0.0075,0.0143,0,0.0552,0,0.0622,0.0492,0.1666,0,0.0068,0.0765,0.0833,0,0.0859,0.0669,0.1528,0.0005,0.0209,0.0052,0.0261,0,0.9012,0.0005,0.1193,1.0205,0,0,0
