序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计
55,温州市,平阳县,瓯江温溪以下,鳌江,5,832.3,40.2686,21.0306,61.2992,16.8106,230.5343,280.4862,527.8311,5.08,90.3001,102.4255,197.8056,0,1.2,21,20.8803,14.7592,3.5181,0,18.2773,7.485,0.23,1.935,0,1.3095,0.7856,21.0047,21.7903,0.5589,0.4208,0.365,0,,0,1.3447,0.001,0,0,0.001,0.0304,0,0,0.0304,1.3761,0,0.5725,0.0627,0,0.6352,0,0.001,0.01,0,0.0668,0.0022,0.0067,0.0867,0,0,0.0065,0,0.2541,0.2606,0.0001,0.0224,0.0849,0.1073,0,0.1885,0.0798,0.2683,0.0009,0.018,0,0.018,0,1.3761,0.001,0,1.3761
56,温州市,苍南县,瓯江温溪以下,鳌江,5,956.31,56.5877,17.8442,74.4319,29.3843,167.0534,225.9075,422.3452,0,49.7153,44.0413,93.7566,0,0,22.5,22.3142,15.2064,4.2597,0,19.4661,7.8,2.03,2.04,0,0.4095,0.7137,17.7872,18.5009,0.8623,0.2379,0.0239,0,,0,1.1241,0.0016,0,0,0.0016,0.0064,0,0,0.0064,1.1321,0,0.5067,0.0754,0,0.5821,0,0.0117,0.0125,0,0.0207,0.0019,0.0061,0.0529,0,0,0,0,0.0822,0.0822,0,0.0056,0.073,0.0786,0,0.2395,0.0668,0.3063,0.0016,0.03,0,0.03,0,1.1321,0.0016,0,1.1321
57,温州市,苍南县,闽东诸河,闽东诸河,5,112.7,4.097,6.3211,10.4181,2.5361,18.0395,29.0012,49.5768,0,3.9847,4.1227,8.1074,0,0,2.4449,2.0858,1.65,0.35,0,2,0.7551,0.58,0.708,0,0.18,0.1147,7.311,7.4257,0.0762,0.061,0.0103,0,,0,0.1475,0.0005,0,0,0.0005,0,0,0,0,0.148,0,0.0537,0.0056,0,0.0593,0,0.0032,0.0043,0,0.01,0.0003,0.0025,0.0203,0,0,0,0,0.0079,0.0079,0,0.0017,0.0094,0.0111,0,0.0184,0.0246,0.043,0.0005,0.0064,0,0.0064,0,0.148,0.0005,0,0.148
58,温州市,文成县,瓯江温溪以上,小溪及瓯江青田段,5,104.9,0,0.25,0.25,0,0,0,0,0,0,2.2,2.2,0,0,2.526,1.7826,0.15,0,0,0.15,0.4853,0,0.2645,0,0,0,0,0,0.0104,0,0,0,,0,0.0104,0,0,0,0,0,0,0,0,0.0104,0,0.0051,0,0,0.0051,0,0.0032,0.0013,0,0,0,0,0.0013,0,0,0,0,0.0032,0.0032,0,0,0,0,0,0,0.0008,0.0008,0,0,0,0,0,0.0104,0,0,0.0104
59,温州市,文成县,瓯江温溪以下,飞云江,5,1170.4,13.9438,15.0262,28.97,10.6924,33.7255,92.3889,136.8068,0.45,5.95,6.3043,12.7043,0,0,19,17.5174,8.2129,1.0371,0,9.25,4.3,0,1.6,0,0.032,0.1697,2.6556,2.8253,0.41,0.1481,0.0049,0,,0,0.563,0.001,0,0,0.001,0.001,0,0,0.001,0.565,0,0.3173,0.0203,0,0.3376,0,0.0032,0.0067,0,0.001,0.0004,0.0008,0.0089,0,0,0,0,0.0196,0.0201,0,0.0139,0.0565,0.0704,0,0.0643,0.0519,0.1162,0.001,0.0118,0,0.0118,0,0.565,0.001,0,0.565
60,温州市,文成县,瓯江温溪以下,鳌江,5,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.0032,0,0,0.001,0.0004,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,温州市,泰顺县,瓯江温溪以下,飞云江,5,863.3,6.4358,6.6207,13.0565,5.5667,24.5024,35.42,65.4891,0,3.73,5.1,8.83,0,0,10.5506,10.0979,3.836,0.2523,0,4.0883,2.6,0,1.7386,0,0.022,0.1634,10.8668,11.0302,0.1424,0.0708,0.0067,0,,0,0.2199,0.001,0,0,0.001,0.001,0,0,0,0.2209,0,0.1308,0.0038,0,0.1346,0,0.0032,0.0065,0,0.0006,0.0004,0.0027,0.0102,0,0,0,0,0.0108,0.0108,0.0009,0.0113,0.0023,0.0136,0.0001,0.0248,0.0227,0.0475,0,0.0042,0,0.0042,0,0.2209,0.001,0,0.2209
62,温州市,泰顺县,瓯江温溪以下,鳌江,5,36.6,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.4,0.3514,0.1489,0.0065,0,0.1554,0.0979,0,0,0,0,0,1.8567,1.8567,0.0067,0.0021,0,0,,0,0.0088,0,0,0,0,0.001,0,0,0,0.0088,0,0.005,0.0001,0,0.0051,0,0.0032,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0,0.0011,0.0003,0.0014,0,0.001,0.0008,0.0018,0,0,0,0,0,0.0088,0,0,0.0088
63,温州市,泰顺县,闽东诸河,闽东诸河,5,868.1,6.5794,6.8041,13.3835,5.4845,35.6009,51.0209,92.1063,0,4.77,6.0332,10.8032,0,0,15.5,15.4508,5.7639,0.511,0,6.2749,3.4,0,0.8684,0,0.0105,0.145,8.2125,8.3575,0.2148,0.0893,0.0069,0,,0,0.311,0.0007,0,0,0.0007,0.001,0,0,0.0048,0.3165,0,0.2024,0.0072,0,0.2096,0,0.0032,0.0033,0,0.0004,0.0003,0.0023,0.0063,0,0,0,0,0.0121,0.0121,0,0.0135,0.0197,0.0332,0.0007,0.0275,0.0232,0.0507,0,0.0046,0,0.0046,0,0.3165,0.0007,0,0.3165
64,温州市,瑞安市,瓯江温溪以下,飞云江,5,1340.9,105.8107,47.6493,153.46,29.5489,564.2785,691.2984,1285.1258,12.8,257,197.2965,467.0965,0,4.4,36.2934,34.59,26.5006,4.1494,0,30.65,11.344,3.825,3.765,0,0.8605,0.9067,18.4188,19.3255,1.7141,0.06,0.683,0,,0,2.4571,0.0012,0,0,0.0012,0.0591,0,0,0.0592,2.5175,1.4566,0.8321,0.0548,0,0.8869,0,0.0188,0.0185,0,0.0447,0.0025,0.0059,0.0904,0,0,0.0127,0,0.4448,0.4575,0.0001,0.1206,0.0956,0.2162,0.0008,0.5553,0.2085,0.7638,0.0003,0.1027,0,0.1027,0,2.5175,0.0012,1.4566,3.9741
65,温州市,瑞安市,瓯江温溪以下,鳌江,5,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,温州市,乐清市,瓯江温溪以下,楠溪江,5,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,温州市,乐清市,瓯江温溪以下,瓯江下游干流,5,1354.1,100.1625,47.4175,147.58,23.0936,740.0561,900.3776,1663.5273,124.92,305.28,251.5721,681.7721,0,317.4,28.6676,27.47,20.9148,3.6152,0,24.53,12.7063,6,3.513,0,0.5655,1.315,17.4816,18.7966,1.4699,0.7189,0.318,0,,0,2.5068,0.0029,0,0,0.0029,0.0184,0,0.0403,0.0587,2.5684,0,0.8205,0.0593,0,0.8798,0,0.03,0.0186,0,0.0288,0.0037,0.0067,0.0878,0,0,0.1369,0,0.3333,0.4702,0.0002,0.1109,0.142,0.2529,0.0002,0.4933,0.1769,0.6702,0.0025,0.2075,0,0.2075,0,2.5684,0.0029,0,2.5684
68,温州市,龙港市,瓯江温溪以下,鳌江,5,183.99,46.3111,0.8489,47.16,9.6929,173.0683,226.732,409.4932,39.3,24.8,92.6433,156.7433,0,204.9,7.539,7.04,5.8278,1.2122,0,7.04,2.3332,0,0.0675,0,0.042,0.0295,1.5876,1.6171,0.6324,0.037,0.0863,0,,0,0.7557,0,0,0,0,0.0028,0,0,0.0028,0.7585,0,0.2273,0.0194,0,0.2467,0,0,0.0003,0,0.0021,0.0001,0.0005,0.003,0,0,0.0401,0,0.1314,0.1715,0,0.0057,0.0659,0.0716,0,0.2258,0.0038,0.2296,0,0.0361,0,0.0361,0,0.7585,0,0,0.7585
温州区,温州,温瑞供水区,温州市区,,,1317,279.32120000000003,32.3688,311.69,21.2519,1262.2587999999998,2063.5281,3347.0388,14,512.5,461.47360000000003,987.9736000000001,0,39.800000000000004,19.3048,17.13,12.309,2.6699,0,14.9789,4.6673,0.06,2.061,0,0.616,0.3515,26.1792,26.5307,3.7644,0.7374,0.6525000000000001,0,,0,5.1543,0,0,0,0,0.0224,0,0,0.0224,5.1767,3.1492999999999998,0.5495,0.0876,0,0.6371,0,0.0015,0.011,0,0.0326,0.0009,0.009600000000000001,0.054599999999999996,0,0,0.0107,0,0.8426,0.8533000000000001,0,0.3003,0.7646000000000001,1.0649000000000002,0,1.5777999999999999,0.1404,1.7182,0,0.8486,0,0.8486,0,5.1767,0,3.1492999999999998,8.326
,温州,,瑞安市,,,1350,105.8107,47.6493,153.46,29.5489,564.2785,691.2984,1285.1258,12.8,257,197.2965,467.0965,0,4.4,36.2934,34.59,26.5006,4.1494,0,30.65,11.344,3.825,3.765,0,0.8605,0.9067,18.4188,19.3255,1.7141,0.06,0.683,0,,0,2.4571,0.0012,0,0,0.0012,0.0591,0,0,0.0592,2.5175,1.4566,0.8321,0.0548,0,0.8869,0,0.0188,0.0185,0,0.0447,0.0025,0.0059,0.0904,0,0,0.0127,0,0.4448,0.4575,0.0001,0.1206,0.0956,0.2162,0.0008,0.5553,0.2085,0.7638,0.0003,0.1027,0,0.1027,0,2.5175,0.0012,1.4566,3.9741
,温州,永乐供水区,永嘉县,,,2677.0000000000005,52.45269999999999,35.6453,88.098,18.6732,256.9601,288.8212,564.4544999999999,4,94,84.0129,182.0129,0,1,36.841300000000004,34.6399,16.634800000000002,5.1072,0,21.741999999999997,8.92,0,6.231,0,0.803,1.5998,26.8736,28.473399999999998,0.7128,0.6102000000000001,0.22899999999999998,0,,0,1.552,0.0109,0,0,0.0109,0.0095,0,0,0.0095,1.5724,0,0.6587,0.10360000000000001,0,0.7623,0.0081,0,0.0286,0,0.0249,0.0044,0.009899999999999999,0.0678,0,0,0.0037,0,0.23099999999999998,0.2347,0,0.0294,0.0943,0.12369999999999999,0,0.2261,0.138,0.3641,0.0028,0.019799999999999998,0,0.019799999999999998,0,1.5724,0.0109,0,1.5724
,温州,,乐清市,,,1385,100.1625,47.4175,147.58,23.0936,740.0561,900.3776,1663.5273,124.92,305.28,251.5721,681.7721,0,317.4,28.6676,27.47,20.9148,3.6152,0,24.53,12.7063,6,3.513,0,0.5655,1.315,17.4816,18.7966,1.4699,0.7189,0.318,0,,0,2.5068,0.0029,0,0,0.0029,0.0184,0,0.0403,0.0587,2.5684,0,0.8205,0.0593,0,0.8798,0,0.03,0.0186,0,0.0288,0.0037,0.0067,0.0878,0,0,0.1369,0,0.3333,0.4702,0.0002,0.1109,0.142,0.2529,0.0002,0.4933,0.1769,0.6702,0.0025,0.2075,0,0.2075,0,2.5684,0.0029,0,2.5684
,温州,文泰供水区,文成县,,,1296.0000000000002,13.9438,15.2762,29.22,10.6924,33.7255,92.3889,136.8068,0.45,5.95,8.5043,14.9043,0,0,21.526,19.299999999999997,8.3629,1.0371,0,9.4,4.785299999999999,0,1.8645,0,0.032,0.1697,2.6556,2.8253,0.4204,0.1481,0.0049,0,,0,0.5733999999999999,0.001,0,0,0.001,0.002,0,0,0.001,0.5753999999999999,0,0.3224,0.0203,0,0.3427,0,0.009600000000000001,0.008,0,0.002,0.0008,0.0016,0.0102,0,0,0,0,0.0228,0.0233,0,0.0139,0.0565,0.0704,0,0.0643,0.052700000000000004,0.11699999999999999,0.001,0.0118,0,0.0118,0,0.5753999999999999,0.001,0,0.5753999999999999
,温州,,泰顺县,,,1768,13.2652,13.674800000000001,26.939999999999998,11.0512,60.103300000000004,86.4409,157.59539999999998,0,8.5,11.133199999999999,19.633200000000002,0,0,26.4506,25.9001,9.7488,0.7698,0,10.5186,6.0979,0,2.6069999999999998,0,0.0325,0.3084,20.936,21.2444,0.3639,0.1622,0.013600000000000001,0,,0,0.5397,0.0017000000000000001,0,0,0.0017000000000000001,0.003,0,0,0.0048,0.5462,0,0.3382,0.0111,0,0.3493,0,0.009600000000000001,0.0098,0,0.001,0.0007,0.0055,0.017,0,0,0,0,0.0229,0.0229,0.0009,0.0259,0.0223,0.0482,0.0008,0.0533,0.0467,0.1,0,0.008799999999999999,0,0.008799999999999999,0,0.5462,0.0017000000000000001,0,0.5462
,温州,平苍供水区,平阳县,,,1042,56.8066,30.293300000000002,87.09989999999999,23.8394,335.7363,352.23879999999997,711.8145,5.08,128.52,134.1272,267.7272,0,1.2,29.2167,28.459999999999997,18.4618,5.1282,0,23.59,10.485,0.27,2.076,0,1.3095,0.9258,37.568799999999996,38.4946,0.7093999999999999,0.6394,0.4563,0,,0,1.8051,0.0025,0,0,0.0025,0.0304,0,0,0.0304,1.838,0,0.7132000000000001,0.0905,0,0.8037,0,0.0012000000000000001,0.0106,0,0.0668,0.0026000000000000003,0.0119,0.0931,0,0,0.0065,0,0.3402,0.3467,0.0001,0.038900000000000004,0.1412,0.1801,0,0.2627,0.1148,0.3775,0.0024000000000000002,0.0369,0,0.0369,0,1.838,0.0025,0,1.838
,温州,,苍南县(含龙港),,,1253,106.9958,25.014200000000002,132.01,41.6133,358.1612,481.64070000000004,881.4151999999999,39.3,78.5,140.8073,258.6073,0,204.9,32.4839,31.439999999999998,22.6842,5.821899999999999,0,28.5061,10.8883,2.61,2.8155,0,0.6315,0.8579,26.685799999999997,27.5437,1.5709,0.3359,0.1205,0,,0,2.0273000000000003,0.0021000000000000003,0,0,0.0021000000000000003,0.0092,0,0,0.0092,2.0385999999999997,0,0.7877000000000001,0.10039999999999999,0,0.8881,0,0.0149,0.017100000000000004,0,0.032799999999999996,0.0023,0.0091,0.0762,0,0,0.0401,0,0.22149999999999997,0.2616,0,0.013000000000000001,0.1483,0.1613,0,0.4837,0.09519999999999999,0.5789,0.0021000000000000003,0.07250000000000001,0,0.07250000000000001,0,2.0385999999999997,0.0021000000000000003,0,2.0385999999999997
