序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水,nan,nan,nan
54,温州市,永嘉县,瓯江温溪以下,温黄平原,5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
55,温州市,永嘉县,瓯江温溪以下,楠溪江,5,2272.3,37.99,20.42,58.41,10.71,140.04,195.32,346.07,2.61,60.96,66.1,129.67,0,1,56,18.3536,16.012,0,2.301,18.313,9.5051,0,0,0,0,0.6724,4.37,5.04,0.6107,0.4602,0.1134,0,0,0,1.1843,0.0102,0,0,0.0102,0,0,0,0,1.1945,0,0.5701,0,0.0308,0.6009,0.0075,0,0,0,0,0.0028,0.0043,0.0071,0,0,0.0055,0.2005,0.0996,0.3056,0.0011,0.0142,0.0571,0.0713,0,0.1395,0.0585,0.198,0.0016,0.0067,0.0049,0.0116,0,1.1945,0.0102,0,1.1945,1.1945000000000001,1.1945,0,,,
56,温州市,永嘉县,瓯江温溪以下,瓯江下游干流,5,395,16.22,8.69,24.91,4.04,47.59,46.8,98.43,0,10.28,2.05,12.33,0,0,2.42,3.3964,3.22,0,0.209,3.429,1,0,0,0,0,0.222,4.505,4.73,0.1177,0.1134,0.1085,0,0,0,0.3396,0.0052,0,0,0.0052,0,0,0,0,0.3448,0,0.106,0,0.0037,0.1097,0.0008,0,0,0,0,0.0009,0.0046,0.0055,0,0,0,0.0257,0.0039,0.0296,0.0036,0.02,0.076,0.096,0,0.064,0.0276,0.0916,0.0008,0.0097,0.0027,0.0124,0,0.3448,0.0052,0,0.3448,0.34480000000000005,0.3448,0,,,
57,温州市,文成县,瓯江温溪以上,小溪及瓯江青田段,5,104.9,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1.55,0.9,0.11,0,0,0.11,0,0,0,0,0,0,0,0,0.0053,0,0,0,0,0,0.0053,0,0,0,0,0,0,0,0,0.0053,0,0.0045,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0,0,0,0,0,0.0053,0,0,0.0053,0.0053,0.0053,0,,,
58,温州市,文成县,瓯江温溪以下,飞云江,5,1170.4,12.18,12.14,24.32,8.98,24.98,70.94,104.9,0,2.64,7.76,10.4,0,0,38,12,6.5017,0,1.5124,8.01,5.0872,0,0.84,0,0,0.1146,1.201,1.32,0.3067,0.1526,0.0042,0,0,0,0.4635,0,0,0,0,0,0,0,0,0.4635,0,0.3106,0,0.0226,0.3332,0,0,0.0045,0,0,0.0004,0.0011,0.006,0,0,0,0.0189,0.0225,0.0414,0,0.0033,0.0037,0.007,0,0.0379,0.0372,0.0751,0,0.0008,0,0.0008,0,0.4635,0,0,0.4635,0.4635,0.4635,0,,,
59,温州市,文成县,瓯江温溪以下,鳌江,5,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
60,温州市,平阳县,瓯江温溪以下,飞云江,5,209.7,11.32,8.07,19.39,5.21,60.09,53.97,119.27,0,27.68,24.1,51.78,0,0,7.61,4.7205,4.7,0,0.05,4.75,3,0.04,0.05,0,0,0.062,4.405,4.47,0.1256,0.1654,0.0672,0,0,0,0.3582,0.001,0,0,0.001,0,0,0,0,0.3592,0,0.1695,0,0.0007,0.1702,0,0.0002,0.0002,0,0,0.0002,0.0012,0.0018,0,0,0,0.0248,0.0212,0.046,0,0.024,0.0246,0.0486,0,0.0461,0.0305,0.0766,0.001,0.016,0,0.016,0,0.3592,0.001,0,0.3592,0.35919999999999996,0.3592,0,,,
61,温州市,平阳县,瓯江温溪以下,鳌江,5,832.3,35.62,25.37,60.99,12.42,135.75,242.86,391.03,5.26,58.49,73.67,137.42,0,1.2,40,17.3973,17.22,0,0.14,17.36,9.585,0.185,0.19,1.185,0,0.4032,7.586,7.99,0.4434,0.3502,0.3006,0,0,0,1.0942,0.006,0,0,0.006,0,0,0,0,1.1002,0.025,0.613,0,0.0025,0.6155,0,0.0014,0.0013,0.0045,0,0.001,0.0023,0.0105,0,0,0.005,0.0712,0.0688,0.145,0.001,0.0189,0.0425,0.0614,0,0.143,0.1,0.243,0.005,0.0248,0,0.0248,0,1.1002,0.006,0.025,1.1252,1.1002,1.1002,0,,,
62,温州市,泰顺县,瓯江温溪以下,飞云江,5,863.3,5.6,6.8,12.4,4.28,14.34,37.22,55.84,0,1.29,3.55,4.84,0,0,19,5.2494,3.7501,0,0.2486,3.9987,4.6163,0,0.215,0,0,0.1193,2.708,2.83,0.1178,0.071,0.006,0,0,0,0.1948,0,0,0,0,0,0,0,0,0.1948,0,0.1186,0,0.0035,0.1221,0,0,0.0003,0,0,0.0003,0.0016,0.0022,0,0,0,0.0091,0.0071,0.0162,0,0.004,0.0068,0.0108,0,0.0209,0.0216,0.0425,0,0.001,0,0.001,0,0.1948,0,0,0.1948,0.1948,0.1948,0,,,
63,温州市,泰顺县,瓯江温溪以下,鳌江,5,36.6,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0.24,0.2867,0.2,0,0.0068,0.2068,0,0,0,0,0,0,0.3,0.3,0.0064,0.003,0,0,0,0,0.0094,0,0,0,0,0,0,0,0,0.0094,0,0.007,0,0.0001,0.0071,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0.0002,0.0003,0.0005,0,0.0008,0.0008,0.0016,0,0,0,0,0,0.0094,0,0,0.0094,0.0094,0.0094,0,,,
64,温州市,泰顺县,闽东诸河,闽东诸河,5,868.1,7.07,5.62,12.69,4.2,14.31,36.25,54.76,0,1.27,3.49,4.76,0,0,19,8.7589,5.8031,0,0.51,6.3131,2,0,0.01,0,0,0.1172,2.711,2.83,0.1725,0.0927,0.0055,0,0,0,0.2707,0,0,0,0,0,0,0,0,0.2707,0,0.1871,0,0.0068,0.1939,0,0,0.0001,0,0,0.0003,0.0017,0.0021,0,0,0,0.0089,0.0108,0.0197,0,0.0044,0.0067,0.0111,0,0.0249,0.018,0.0429,0,0.001,0,0.001,0,0.2707,0,0,0.2707,0.2707,0.2707,0,,,
65,温州市,苍南县,瓯江温溪以下,鳌江,5,1140.3,78.17,42.52,120.69,33.95,221.65,373.43,629.03,0.55,88.83,123.34,212.72,0,0.9,50,27.877,26.8,0,0.8215,27.6215,15.0619,2.6,3.2,0,0,0.3793,9.501,9.88,1.1825,0.447,0.044,0,0,0,1.6735,0.0024,0,0,0.0024,0,0,0,0,1.6759,0.15,0.764,0,0.0143,0.7783,0,0.004,0.0074,0,0,0.0014,0.0036,0.0164,0,0,0.0005,0.0707,0.1382,0.2094,0,0.022,0.188,0.21,0,0.289,0.144,0.433,0.0024,0.0147,0.0141,0.0288,0,1.6759,0.0024,0.15,1.8259,1.6759,1.6759,0,,,
66,温州市,苍南县,闽东诸河,闽东诸河,5,112.7,1.3,2.3,3.6,2.19,9.18,11.8,23.17,0,0.21,0.27,0.48,0,0,2.63,1.665,1.34,0,0.3507,1.6907,0,0.19,0.1,0,0,0.1,2.24,2.34,0.0475,0.0164,0,0,0,0,0.0639,0,0,0,0,0,0,0,0,0.0639,0,0.0425,0,0.0042,0.0467,0,0.0005,0.0002,0,0,0.0004,0.0009,0.002,0,0,0,0.0008,0.0007,0.0015,0,0,0,0,0,0.0056,0.0081,0.0137,0,0,0,0,0,0.0639,0,0,0.0639,0.0639,0.0639,0,,,
3,温州市,,,,,12087.999999999998,655.67,274.33,929.9999999999999,147.54000000000002,2607.4600000000005,3891.9000000000005,6646.9,66.08,1080.9699999999998,1104.5699999999997,2251.62,349.2,9.1,362.70000000000005,172.85210000000004,138.16590000000002,7.76,14.635,160.55679999999998,80.2865,12.824999999999998,10.995,1.185,0,3.3209,52.47,55.8,8.511600000000001,6.2706,2.2163999999999997,0,0,0,16.998600000000003,0.0298,0,0,0.0298,0,0,0,0,17.028399999999998,5.4526,4.983200000000001,0.1442,0.1796,5.307,0.0083,0.0406,0.041,0.0045,0,0.0121,0.0323,0.1305,0,0.10540000000000001,0.0193,2.2746,1.4543000000000001,3.8535999999999997,0.010733,0.4985,1.8883999999999996,2.3869000000000002,0,3.1236,1.0623999999999998,4.186,0.0108,1.1356999999999995,0.028700000000000003,1.1643999999999997,0,17.028399999999998,0.0298,5.4526,22.481,,,,,,
温州区,温州,温瑞供水区,温州市区,,,1317,270.15999999999997,35.05,305.21,16.96,1033.1,1560.4400000000003,2610.5,2.3,342.05,430.27,774.6199999999999,34.2,3.6,28.800000000000004,16.357,13.5381,0,1.94,15.4781,5.2158999999999995,0.06,0.33,0,0,0.2011,3.641,3.8400000000000003,1.1056000000000001,3.949,0.7739,0,0,0,5.8285,0,0,0,0,0,0,0,0,5.8285,3.399,0.6812,0,0.0351,0.7162999999999999,0,0.0003,0.0026,0,0,0.0009,0.0025,0.0063,0,0.0012,0.0021,0.8248,0.7506,1.5787,0,0.30629999999999996,0.9346999999999999,1.241,0,1.4916,0.16559999999999997,1.6571999999999998,0,0.622,0.007,0.629,0,5.8285,0,3.399,9.2275,温瑞供水区,温州市区,0,0.0,4.7229,8.1219
,温州,,瑞安市,,,1350,97.49,46.3,143.79,23.52,401.94,578.54,1004,0,204,191.9,395.9,0,0,57.61,29.2803,15.84,7.76,3.58,27.18,10.7616,3.825,3.765,0,0,0.4363,5.441,5.88,1.8327,0.0643,0.7431,0,0,0,2.6401,0,0,0,0,0,0,0,0,2.6401,1.4424,0.6101,0.1442,0.0205,0.7748,0,0.0157,0.0146,0,0,0.0017,0.0043,0.0363,0,0,0,0.3738,0.194,0.5678,3.3e-05,0.0352,0.233,0.2682,0,0.4613,0.1947,0.656,0,0.337,0,0.337,0,2.6401,0,1.4424,4.0825,,瑞安市,0,0.0,0.8074,2.2498
,温州,永乐供水区,永嘉县,,,2677,54.21,29.11,83.32,14.75,187.63,242.12,444.5,2.61,71.24,68.14999999999999,142,0,1,58.42,21.75,19.232,0,2.5100000000000002,21.741999999999997,10.5051,0,0,0,0,0.8944,8.875,9.77,0.7284,0.5736,0.2219,0,0,0,1.5238999999999998,0.0154,0,0,0.0154,0,0,0,0,1.5393,0,0.6761,0,0.0345,0.7106,0.0083,0,0,0,0,0.0037,0.0089,0.0126,0,0,0.0055,0.2262,0.1035,0.3352,0.0047,0.0342,0.1331,0.1673,0,0.20350000000000001,0.08610000000000001,0.2896,0.0024000000000000002,0.0164,0.0076,0.024,0,1.5393,0.0154,0,1.5393,永乐供水区,永嘉县,0,0.0,0.7955,0.7955
,温州,,乐清市,,,1385,82.3,60.55,142.85,21.08,504.49,684.33,1209.9,55.36,283.27,178.07,516.7,315,2.4,39.84,26.61,23.1309,0,2.965,26.0959,14.4535,5.925,2.295,0,0,0.4935,3.861,4.35,2.4372,0.3854,0.05,0,0,0,2.8726,0.005,0,0,0.005,0,0,0,0,2.8776,0.4362,0.799,0,0.0348,0.8338,0,0.0185,0.0098,0,0,0.0018,0.004,0.0341,0,0.1042,0.0062,0.6454,0.1369,0.8927,0.005,0.046,0.315,0.361,0,0.399,0.255,0.654,0,0.102,0,0.102,0,2.8776,0.005,0.4362,3.3138,,乐清市,0,0.0,0.4354,0.8715999999999999
,温州,文泰供水区,文成县,,,1296.0000000000002,12.18,12.39,24.57,8.98,24.98,70.94,104.9,0,2.64,7.76,10.4,0,0,39.55,12.9,6.6117,0,1.5124,8.12,5.0872,0,0.84,0,0,0.1146,1.201,1.32,0.312,0.1526,0.0042,0,0,0,0.46880000000000005,0,0,0,0,0,0,0,0,0.46880000000000005,0,0.3151,0,0.0226,0.3377,0,0,0.0045,0,0,0.0004,0.0011,0.006,0,0,0,0.0189,0.0225,0.0414,0,0.0033,0.0037,0.007,0,0.0379,0.038,0.0759,0,0.0008,0,0.0008,0,0.46880000000000005,0,0,0.46880000000000005,文泰供水区,文成县,0,0.0,0.15680000000000002,0.15680000000000002
,温州,,泰顺县,,,1768,12.92,12.67,25.59,8.48,28.65,73.47,110.6,0,2.56,7.04,9.6,0,0,38.239999999999995,14.295,9.7532,0,0.7654,10.5186,6.6163,0,0.225,0,0,0.2365,5.718999999999999,5.96,0.29669999999999996,0.16670000000000001,0.0115,0,0,0,0.4749,0,0,0,0,0,0,0,0,0.4749,0,0.3127,0,0.0104,0.3231,0,0,0.00039999999999999996,0,0,0.0006,0.0035,0.0045000000000000005,0,0,0,0.018000000000000002,0.0179,0.0359,0,0.0086,0.0138,0.022400000000000003,0,0.046599999999999996,0.0404,0.087,0,0.002,0,0.002,0,0.4749,0,0,0.4749,,泰顺县,0,0.0,0.17820000000000003,0.17820000000000003
,温州,平苍供水区,平阳县,,,1042,46.94,33.44,80.38,17.63,195.84,296.83000000000004,510.29999999999995,5.26,86.17,97.77000000000001,189.2,0,1.2,47.61,22.117800000000003,21.919999999999998,0,0.19,22.11,12.585,0.225,0.24,1.185,0,0.4652,11.991,12.46,0.569,0.5156000000000001,0.36779999999999996,0,0,0,1.4524000000000001,0.007,0,0,0.007,0,0,0,0,1.4594,0.025,0.7825,0,0.0032,0.7857000000000001,0,0.0016,0.0015,0.0045,0,0.0012000000000000001,0.0034999999999999996,0.0123,0,0,0.005,0.096,0.09,0.191,0.001,0.0429,0.0671,0.11,0,0.1891,0.1305,0.3196,0.006,0.0408,0,0.0408,0,1.4594,0.007,0.025,1.4844,平苍供水区,平阳县,0,0.0,0.8834,0.9084
,温州,,苍南县,,,1253,79.47,44.82,124.28999999999999,36.14,230.83,385.23,652.1999999999999,0.55,89.03999999999999,123.61,213.2,0,0.9,52.63,29.541999999999998,28.14,0,1.1722000000000001,29.3122,15.0619,2.79,3.3000000000000003,0,0,0.47930000000000006,11.741,12.22,1.2300000000000002,0.46340000000000003,0.044,0,0,0,1.7374,0.0024,0,0,0.0024,0,0,0,0,1.7398,0.15,0.8065,0,0.0185,0.825,0,0.0045000000000000005,0.0076,0,0,0.0018,0.0045,0.0184,0,0,0.0005,0.0715,0.1389,0.2109,0,0.022,0.188,0.21,0,0.2946,0.15209999999999999,0.4467,0.0024,0.0147,0.0141,0.0288,0,1.7398,0.0024,0.15,1.8898000000000001,,苍南县,0,0.0,0.5074000000000001,0.6574000000000001
