序号,所属流域_z,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,人口（万人）_城镇,农村,合计,国内地区生产总值  （亿元）_一产,二产,三产,合计,工业增加值（亿元）_火核电工业,国有及规模以上一般工业,规模以下工业,合计,火(核)电装机(万kW)_直流式,循环式,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）_水田,水浇地,菜田,总计,粮食产量（万吨）,林牧渔面积（万亩）_林地灌溉,园地灌溉,草场灌溉,人工鱼塘,牲畜(万头)_大牲畜,小牲畜,合计
162,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,331023,天台县,台州市,1087,26.25,18.17,44.42,14.36,134.29,209.36,358.01,0.36,79.92,36.39,116.67,0,2.25,29.51,21.9641,13.9021,3.7873,0,17.6894,6.25,0.126,1.926,0,0.31,0.8562,21.7512,22.6074
163,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,331024,仙居县,台州市,1955.3,23.86,19.44,43.3,18.19,134.16,168.67,321.02,0.85,65.84,43.18,109.87,0,0.75,38.28,25.9476,19.5466,2.1134,0,21.66,8.26,0.87,1.348,0,0.3,0.3416,23.5783,23.9199
164,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,331024,仙居县,台州市,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,东南诸河,浙南诸河,瓯江温溪以下,温黄平原,G030240,331081,温岭市,台州市,638.2,96.27,40.71,136.98,90.67,547.95,683.56,1322.18,0.37,231.99,192.43,424.79,0,4.5,37.2088,35.4275,27.5304,4.2157,0,31.7461,11.2,0.09,9.8,0,0.7027,0.1905,24.0224,24.2129
166,东南诸河,浙南诸河,瓯江温溪以下,玉环岛,G030250,331081,温岭市,台州市,197.8,0.71,6.41,7.12,5.35,15.57,8.22,29.14,0,4.68,3.19,7.87,0,0,2.8978,2.7591,1.2955,0.1984,0,1.4939,0.67,0,1.6,0,0.0938,0.0158,3.5725,3.5883
167,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,331082,临海市,台州市,113.7,4.45,3.84,8.29,4.41,28.6,34.16,67.17,0,19.31,4.72,24.03,0,0,4.34,3.3523,2.3838,0.4794,0,2.8632,0.92,0.02,0.14,0,0.038,0.0422,2.5593,2.6015
168,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,331082,临海市,台州市,397.1,5.83,4.72,10.55,5.45,35.06,41.97,82.48,0,23.73,5.8,29.53,0,0,6.05,4.5006,3.2038,0.6444,0,3.8482,1.13,0.02,0.18,0,0.0253,0.0634,5.2396,5.303
169,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,331082,临海市,台州市,247,7.86,6.47,14.33,7.48,48.08,57.44,113,0,32.48,7.95,40.43,0,0,9.07,6.135,4.4941,0.9038,0,5.3979,1.55,0.04,0.24,0,0.0253,0.0844,7.1823,7.2667
170,东南诸河,浙南诸河,瓯江温溪以下,灵江及椒江左岸,G030230,331082,临海市,台州市,1381.2,41.08,35.19,76.27,40.74,261.81,314.9,617.45,0.38,176.46,43.28,220.12,0,6.2,41.12,23.9065,17.5982,3.5355,0,21.1337,8.33,0.068,0.963,0,0.8471,0.4324,38.261,38.6934
171,东南诸河,浙南诸河,瓯江温溪以下,温黄平原,G030240,331082,临海市,台州市,32,0.78,0.68,1.46,0.77,5.02,5.99,11.78,0,3.4,0.83,4.23,0,0,0.99,0.9406,0.5969,0.1201,0,0.717,0.15,0.01,0.13,0,0.0063,0.0106,0.7651,0.7757
172,东南诸河,浙南诸河,瓯江温溪以下,玉环岛,G030250,331083,玉环市,台州市,378,47.65,16.65,64.3,45.42,387.01,313.55,745.98,10.74,267.93,79.31,357.98,0,411,15.85,6.35,3.4449,2.8151,0,6.26,1.43,0.19,2,0,0.615,0.083,9.0693,9.1523
