序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计
162,台州市,天台县,瓯江温溪以下,始丰溪,4,1087,26.25,18.17,44.42,14.36,134.29,209.36,358.01,0.36,79.92,36.39,116.67,0,2.25,29.51,21.9641,13.9021,3.7873,0,17.6894,6.25,0.126,1.926,0,0.31,0.8562,21.7512,22.6074,1.0024,0.0749,0.0527,0,,0,1.13,0.0008,0,0,0.0008,0.0101,0,0,0.0101,1.1409,0.2446,0.4781,0.113,0,0.5911,0,0.001,0.0135,0,0.0155,0.0023,0.0079,0.0402,0,0,0.0048,0.0693,0.0955,0.1696,0,0.0087,0.0754,0.0841,0,0.1309,0.0902,0.2211,0.0008,0.0214,0.0134,0.0348,0,1.1409,0.0008,0.2446,1.3855
163,台州市,仙居县,瓯江温溪以下,永安溪,4,1955.3,23.86,19.44,43.3,18.19,134.16,168.67,321.02,0.85,65.84,43.18,109.87,0,0.75,38.28,25.9476,19.5466,2.1134,0,21.66,8.26,0.87,1.348,0,0.3,0.3416,23.5783,23.9199,0.9424,0.1155,0.0088,0,,0,1.0667,0.0008,0,0,0.0008,0.0332,0.0037,0,0.0369,1.1044,0,0.6238,0.0529,0,0.6767,0,0.0055,0.0078,0,0.014,0.001,0.0086,0.0369,0,0,0.0021,0.0562,0.0548,0.1131,0.0005,0.0052,0.0432,0.0484,0.0002,0.111,0.0866,0.1976,0.0001,0.0219,0.0098,0.0317,0,1.1044,0.0008,0,1.1044
164,台州市,仙居县,瓯江温溪以下,始丰溪,4,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,台州市,温岭市,瓯江温溪以下,温黄平原,4,638.2,96.27,40.71,136.98,90.67,547.95,683.56,1322.18,0.37,231.99,192.43,424.79,0,4.5,37.2088,35.4275,27.5304,4.2157,0,31.7461,11.2,0.09,9.8,0,0.7027,0.1905,24.0224,24.2129,1.1289,0.1354,1.5584,0,,0,2.8227,0.0015,0,0,0.0015,0.015,0,0,0.015,2.8392,0.0083,1.3047,0.155,0,1.4597,0,0.0006,0.0788,0,0.0703,0.0007,0.009,0.1594,0,0,0.0094,0.0877,0.1975,0.2946,0,0.0388,0.171,0.2098,0,0.4495,0.1767,0.6262,0.0015,0.0517,0.0378,0.0895,0,2.8392,0.0015,0.0083,2.8475
166,台州市,温岭市,瓯江温溪以下,玉环岛,4,197.8,0.71,6.41,7.12,5.35,15.57,8.22,29.14,0,4.68,3.19,7.87,0,0,2.8978,2.7591,1.2955,0.1984,0,1.4939,0.67,0,1.6,0,0.0938,0.0158,3.5725,3.5883,0.0269,0.0318,0.0846,0,,0,0.1433,0,0,0,0,0.005,0,0,0.005,0.1483,0.0002,0.0461,0.0055,0,0.0516,0,0,0.0125,0,0.0094,0.0001,0.0011,0.0231,0,0,0.0021,0.0009,0.0051,0.006,0,0.0057,0.001,0.0067,0,0.0031,0.0262,0.0293,0,0.0263,0.0053,0.0316,0,0.1483,0,0.0002,0.1485
167,台州市,临海市,浙东沿海诸河,象山港及三门湾,4,113.7,4.45,3.84,8.29,4.41,28.6,34.16,67.17,0,19.31,4.72,24.03,0,0,4.34,3.3523,2.3838,0.4794,0,2.8632,0.92,0.02,0.14,0,0.038,0.0422,2.5593,2.6015,0.1582,0.0275,0.0195,0,,0,0.2052,0.0004,0,0,0.0004,0,0,0,0,0.2056,0,0.0878,0.0137,0,0.1015,0,0.0011,0.0016,0,0.004,0.0001,0.0023,0.0091,0,0,0.0021,0.0302,0.005,0.0352,0,0.0016,0.0069,0.0085,0,0.0223,0.0189,0.0412,0.0004,0.0055,0.0046,0.0101,0,0.2056,0.0004,0,0.2056
168,台州市,临海市,瓯江温溪以下,永安溪,4,397.1,5.83,4.72,10.55,5.45,35.06,41.97,82.48,0,23.73,5.8,29.53,0,0,6.05,4.5006,3.2038,0.6444,0,3.8482,1.13,0.02,0.18,0,0.0253,0.0634,5.2396,5.303,0.1319,0.1018,0.0372,0,,0,0.2709,0.0001,0,0,0.0001,0,0,0,0,0.271,0,0.1173,0.0182,0,0.1355,0,0.0006,0.0009,0,0.0025,0.0002,0.0019,0.0061,0,0,0.0021,0.0377,0.0068,0.0445,0,0.0025,0.0165,0.019,0,0.0315,0.0231,0.0546,0.0001,0.0073,0.004,0.0113,0,0.271,0.0001,0,0.271
169,台州市,临海市,瓯江温溪以下,始丰溪,4,247,7.86,6.47,14.33,7.48,48.08,57.44,113,0,32.48,7.95,40.43,0,0,9.07,6.135,4.4941,0.9038,0,5.3979,1.55,0.04,0.24,0,0.0253,0.0844,7.1823,7.2667,0.195,0.1155,0.0493,0,,0,0.3598,0.0001,0,0,0.0001,0,0,0,0,0.3599,0,0.1582,0.0245,0,0.1827,0,0.0012,0.0017,0,0.0026,0.0004,0.0024,0.0083,0,0,0.0021,0.0515,0.0096,0.0611,0,0.0029,0.0205,0.0234,0,0.0434,0.032,0.0754,0.0001,0.0054,0.0036,0.009,0,0.3599,0.0001,0,0.3599
170,台州市,临海市,瓯江温溪以下,灵江及椒江左岸,4,1381.2,41.08,35.19,76.27,40.74,261.81,314.9,617.45,0.38,176.46,43.28,220.12,0,6.2,41.12,23.9065,17.5982,3.5355,0,21.1337,8.33,0.068,0.963,0,0.8471,0.4324,38.261,38.6934,1.6376,0.2215,0.1268,0,,0,1.9859,0.0011,0,0,0.0011,0.005,0,0,0.005,1.992,0.005,0.867,0.144,0,1.011,0,0.0038,0.0069,0,0.0845,0.0015,0.0127,0.1094,0,0,0.0253,0.2497,0.0466,0.3216,0,0.0119,0.0805,0.0924,0,0.2297,0.1803,0.41,0.0011,0.0286,0.019,0.0476,0,1.992,0.0011,0.005,1.997
171,台州市,临海市,瓯江温溪以下,温黄平原,4,32,0.78,0.68,1.46,0.77,5.02,5.99,11.78,0,3.4,0.83,4.23,0,0,0.99,0.9406,0.5969,0.1201,0,0.717,0.15,0.01,0.13,0,0.0063,0.0106,0.7651,0.7757,0.0354,0.0089,0.0018,0,,0,0.0461,0.0001,0,0,0.0001,0,0,0,0,0.0462,0,0.0208,0.0033,0,0.0241,0,0.0002,0.0009,0,0.0006,0.0001,0.0004,0.0022,0,0,0.0021,0.0053,0.0011,0.0064,0,0.0015,0.0017,0.0032,0,0.0046,0.0033,0.0079,0.0001,0.0016,0.0008,0.0024,0,0.0462,0.0001,0,0.0462
172,台州市,玉环市,瓯江温溪以下,玉环岛,4,378,47.65,16.65,64.3,45.42,387.01,313.55,745.98,10.74,267.93,79.31,357.98,0,411,15.85,6.35,3.4449,2.8151,0,6.26,1.43,0.19,2,0,0.615,0.083,9.0693,9.1523,0.3979,0.1719,0.335,0,,0,0.9048,0.0022,0,0,0.0022,0,0,0.123,0.123,1.03,0.1974,0.1595,0.0987,0,0.2582,0,0.002,0.021,0,0.1168,0.0003,0.0033,0.1434,0,0,0.0991,0.0673,0.0544,0.2208,0,0.0106,0.0469,0.0575,0,0.2022,0.0689,0.2711,0.0022,0.0583,0.0207,0.079,0,1.03,0.0022,0.1974,1.2274
台州区,台州市,台州南片供水区,台州市区,,,1435.1000000000001,147.45,59.28,206.72999999999996,53.220000000000006,800.28,1206,2059.5,5.94,467.5,225.99,699.43,0,42.800000000000004,51.4958,33.8902,28.128999999999998,2.8263,0,30.9553,10.64,0.99,4.585,0,0.6899,0.18680000000000002,11.203899999999999,11.3907,2.5913,0,1.0975000000000001,0,,0,3.6888,0.0097,0,0,0.0097,0.1046,0.0085,0,0.1131,3.8116,1.0106000000000002,1.2018,0.09159999999999999,0,1.2933999999999999,0,0.0117,0.0397,0,0.10120000000000001,0.0008,0.004,0.15739999999999998,0,0,0.052000000000000005,0.4884,0.1974,0.7336,0,0.084,0.3375,0.4215,0,0.717,0.2388,0.9558,0.0097,0.1519,0.098,0.24989999999999998,0,3.8116,0.0097,1.0106000000000002,4.8222000000000005
,台州市,,温岭片,,,836,96.97999999999999,47.120000000000005,144.1,96.02,563.5200000000001,691.78,1351.3200000000002,0.37,236.67000000000002,195.62,432.66,0,4.5,40.1066,38.1866,28.8259,4.4141,0,33.239999999999995,11.87,0.09,11.4,0,0.7965,0.2063,27.594900000000003,27.8012,1.1558,0.1672,1.643,0,,0,2.966,0.0015,0,0,0.0015,0.02,0,0,0.02,2.9875,0.0085,1.3508,0.1605,0,1.5113,0,0.0006,0.09129999999999999,0,0.07970000000000001,0.0008,0.0101,0.1825,0,0,0.0115,0.0886,0.2026,0.3006,0,0.0445,0.17200000000000001,0.2165,0,0.4526,0.2029,0.6555,0.0015,0.078,0.0431,0.1211,0,2.9875,0.0015,0.0085,2.996
,台州市,,玉环片,,,378,47.65,16.65,64.3,45.42,387.01,313.55,745.98,10.74,267.93,79.31,357.98,0,411,15.85,6.35,3.4449,2.8151,0,6.26,1.43,0.19,2,0,0.615,0.083,9.0693,9.1523,0.3979,0.1719,0.335,0,,0,0.9048,0.0022,0,0,0.0022,0,0,0.123,0.123,1.03,0.1974,0.1595,0.0987,0,0.2582,0,0.002,0.021,0,0.1168,0.0003,0.0033,0.1434,0,0,0.0991,0.0673,0.0544,0.2208,0,0.0106,0.0469,0.0575,0,0.2022,0.0689,0.2711,0.0022,0.0583,0.0207,0.079,0,1.03,0.0022,0.1974,1.2274
,台州市,临海供水区,临海片,,,2271.9,70.87,56.3,127.16999999999999,62.96,437.77,543,1043.73,13.41,274.92999999999995,81.56,369.90000000000003,0,142.2,69.57,42.72800000000001,31.2497,6.0306999999999995,0,37.2804,12.950000000000001,0.7180000000000002,2.643,0,0.954,0.7334,55.8963,56.6297,2.4000000000000004,0.47520000000000007,0.3209000000000001,0,,0,3.1961,0.0021,0,0,0.0021,0.005,0,0,0.005,3.2032,0.0356,1.3654,0.2135,0,1.5789,0,0.0131,0.022600000000000002,0,0.09600000000000002,0.0026,0.0205,0.15480000000000002,0,0,0.10460000000000003,0.3877,0.07680000000000001,0.5607,0,0.025100000000000004,0.1328,0.1579,0,0.3836,0.2806,0.6642,0.0021,0.052199999999999996,0.0345,0.0867,0,3.2032,0.0021,0.0356,3.2388
,台州市,天仙供水区,天台片,,,1426,26.45,20.450000000000003,46.9,16.48,140.72,211.68,368.88,0.36,80.56,37.3,118.22,0,2.25,42.510000000000005,24.439999999999998,15.104800000000001,4.1652000000000005,0,19.27,7.359999999999999,0.165,1.9649999999999999,0,0.31,1.0208,24.025100000000002,25.0459,1.0366,0.08789999999999999,0.061,0,,0,1.1855,0.001,0,0,0.001,0.0101,0,0,0.0101,1.1966,0.2446,0.5102,0.1206,0,0.6307999999999999,0,0.0012000000000000001,0.0137,0,0.0155,0.003,0.0088,0.0422,0,0,0.009,0.07050000000000001,0.0974,0.1727,0,0.0087,0.0761,0.0848,0,0.1318,0.0995,0.23129999999999998,0.001,0.0214,0.0134,0.0348,0,1.1966,0.001,0.2446,1.4412
,台州市,,仙居片,,,1992,23.86,19.44,43.3,18.19,134.16,168.67,321.02,0.85,65.84,43.18,109.87,0,0.75,38.28,25.9476,19.5466,2.1134,0,21.66,8.26,0.87,1.348,0,0.3,0.3416,23.5783,23.9199,0.9424,0.1155,0.0088,0,,0,1.0667,0.0008,0,0,0.0008,0.0332,0.0037,0,0.0369,1.1044,0,0.6238,0.0529,0,0.6767,0,0.0055,0.0078,0,0.014,0.001,0.0086,0.0369,0,0,0.0042,0.0562,0.0548,0.1131,0.0005,0.0052,0.0432,0.0484,0.0002,0.111,0.0866,0.1976,0.0001,0.0219,0.0098,0.0317,0,1.1044,0.0008,0,1.1044
,台州市,三门供水区,三门片,,,1072,22.1,16.6,38.7,41.92,165.29,143.44,350.65,62.53,72.17,9.32,144.02,0,0.463,32.47,15.7995,9.0059,2.9341,0,11.94,5.09,0.03,0.21,0,0.031,0.28,21.7684,22.0484,0.5014,0,0.3167,0,,0,0.8181,0.0005,0,0,0.0005,0.0212,0.0128,0.0249,0.0589,0.8775,0.1129,0.3498,0.0857,0,0.4355,0,0.0005,0.0024,0,0.0031,0.0011,0.0079,0.015,0,0,0.0643,0.0528,0.0417,0.1567,0,0.008,0.0739,0.0819,0,0.0908,0.0669,0.1577,0.0005,0.0239,0.0068,0.0307,0,0.8775,0.0005,0.1129,0.9904
