序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
162,台州市,临海市,瓯江温溪以下,温黄平原,4,32,0.75,0.73,1.48,0.71,4.81,5.31,10.83,0,3.28,0.8,4.08,0,0,0.96,0.895,0.518,0.221,0.029,0.768,0.16,0.01,0.13,0,0.01,0.01,1.39,1.4,0.0366,0.0089,0.0018,0,0,0,0.0473,0.0001,0,0,0.0001,0,0,0,0,0.0474,0.0097,0.0206,0.0018,0.0001,0.0225,0,0.0002,0.0009,0,0.0006,0.0001,0.0004,0.0022,0,0,0,0.0053,0.0012,0.0065,0,0.0039,0.0014,0.0053,0,0.0043,0.003,0.0073,0.0001,0.0024,0.0012,0.0036,0,0.0474,0.0001,0.0097,0.0571,0.0474,0.047400000000000005,0,438.3561643835617,157.6280728091574,,,,,,,,
163,台州市,温岭市,瓯江温溪以下,温黄平原,4,638.2,92.61,42.48,135.09,80.93,543.77,604.76,1229.46,0.73,185.35,240.55,426.63,0,4.5,48.16,33.77,30.4613,2.001,1.1747,33.637,10.78,0.094,9.8,0,0.851,0.1754,110.7687,110.9441,1.0874,0.1356,1.5605,0,0,0,2.7835,0.0015,0,0,0.0015,0.0006,0,0,0.0006,2.7856,0.0081,1.345,0.0273,0.0102,1.3825,0,0.0004,0.0934,0,0.085,0.0006,0.0135,0.1929,0,0,0.0085,0.0806,0.1906,0.2797,0,0.0384,0.1353,0.1737,0,0.3817,0.1573,0.539,0.0015,0.1259,0.0919,0.2178,0,2.7856,0.0015,0.0081,2.7937,2.7856000000000005,2.7856,0,201.55224516421052,160.7202744885587,,,,,,,,
164,台州市,温岭市,瓯江温溪以下,玉环岛,4,197.8,0.73,6.68,7.41,4.78,15.45,7.27,27.5,0,3.74,3.98,7.72,0,0.032,3.11,2.63,1.4236,0.0697,0.0896,1.5829,0.66,0,1.6,0,0.1135,0.0146,16.4733,16.4879,0.0379,0.043,0.1111,0,0,0,0.192,0,0,0,0,0,0,0,0,0.192,0.0002,0.0474,0.0008,0.0006,0.0488,0,0,0.0147,0,0.0114,0.0001,0.0019,0.0281,0,0,0,0.0009,0.0051,0.006,0,0.0057,0.0007,0.0064,0,0.0027,0.0233,0.026,0,0.0639,0.0128,0.0767,0,0.192,0,0.0002,0.1922,0.192,0.192,0,2739.72602739726,148.06004429497168,,,,,,,,
165,台州市,玉环市,瓯江温溪以下,玉环岛,4,378,47.24,17.56,64.8,40.92,380.14,290.33,711.39,25.86,220.63,108.65,355.14,0,400,15.85,8.37,6.5031,0,1.7709,8.274,1.23,0.28,2.5842,0,0.102,0.0709,7.5,7.5709,0.3972,0.176,0.3533,0,0,0,0.9265,0.0022,0,0,0.0022,0.0051,0.0275,0.0717,0.1043,1.033,0.067,0.2934,0,0.0047,0.2981,0,0.0084,0.0184,0,0.0102,0.0002,0.0028,0.04,0,0.0717,0.0045,0.0774,0.0624,0.216,0,0.0048,0.0444,0.0492,0,0.1872,0.064,0.2512,0.0022,0.1317,0.0468,0.1785,0,1.033,0.0022,0.067,1.1,1.033,1.033,0,213.48288541171283,172.8710955783693,,,,,,,,
166,台州市,天台县,富春江坝址以下,曹娥江百官以上,4,114.3,0,0.55,0.55,0.57,0.07,0.01,0.65,0,0,0.11,0.11,0,0,5,0.59,0.45,0.02,0,0.47,0.42,0.02,0.02,0,0,0.02,0.8,0.82,0.0052,0.0035,0.0024,0,0,0,0.0111,0.0001,0,0,0.0001,0,0,0,0,0.0112,0,0.0089,0.0001,0,0.009,0,0.0001,0.0001,0,0,0.0001,0.0001,0.0004,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0016,0.0016,0.0001,0,0,0,0,0.0112,0.0001,0,0.0112,0.0112,0.0112,0,,79.70112079701121,,,,,,,,
167,台州市,天台县,浙东沿海诸河,象山港及三门湾,4,224.7,0.15,1.35,1.5,1.51,6.22,2.03,9.76,0,0.6,0.81,1.41,0,0,8,1.37,1.04,0.07,0,1.11,0.71,0.02,0.02,0,0,0.08,1.25,1.33,0.0275,0.009,0.0056,0,0,0,0.0421,0.0002,0,0,0.0002,0,0,0,0,0.0423,0,0.0296,0.0005,0,0.0301,0,0.0002,0.0002,0,0,0.0003,0.0002,0.0009,0,0,0,0.0011,0.0015,0.0026,0,0,0.0005,0.0005,0,0.0009,0.0073,0.0082,0.0002,0,0,0,0,0.0423,0.0002,0,0.0423,0.0423,0.0423,0,255.70776255707767,148.14814814814815,,,,,,,,
168,台州市,天台县,瓯江温溪以下,始丰溪,4,1087,25.18,19.77,44.95,14.04,131.23,183.87,329.14,0.35,75.4,36.41,112.16,0,2.25,27.66,20.02,12.433,0.35,3.05,15.833,6.33,0.13,0.13,0,0.58,0.52,19.61,20.13,0.9145,0.0684,0.0481,0,0,0,1.031,0.0018,0,0,0.0018,0.0058,0.0031,0,0.0089,1.0417,0.2856,0.5028,0.003,0.0161,0.5219,0,0.001,0.001,0,0.0164,0.0015,0.0032,0.0231,0,0,0.0074,0.0637,0.0877,0.1588,0,0.0128,0.058,0.0708,0,0.1271,0.095,0.2221,0.0018,0.0275,0.0175,0.045,0,1.0417,0.0018,0.2856,1.3273,1.0416999999999998,1.0416999999999998,0,245.24791365184373,155.9024674163843,,,,,,,,
169,台州市,仙居县,瓯江温溪以下,永安溪,4,1955.3,22.49,20.51,43,16.86,114.36,151.62,282.84,0.752,56.568,37.11,94.43,0,0.75,38.28,20.402,16.298,3.62,0,19.918,8.23,0.87,1.35,0,0.4,0.4632,15.32,15.7832,0.8758,0.1071,0.0082,0,0,0,0.9911,0.0003,0,0,0.0003,0.0104,0.0035,0,0.0139,1.0053,0,0.5474,0.0361,0,0.5835,0,0.0061,0.0093,0,0.0115,0.0007,0.0046,0.0322,0,0,0.0009,0.0567,0.0554,0.113,0.0003,0.0099,0.0359,0.0458,0,0.0949,0.0765,0.1714,0,0.0409,0.0185,0.0594,0,1.0053,0.0003,0,1.0053,1.0052999999999999,1.0052999999999999,0,221.22465387965428,126.90101053278389,,,,,,,,
170,台州市,仙居县,瓯江温溪以下,始丰溪,4,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
171,台州市,三门县,浙东沿海诸河,象山港及三门湾,4,1069.6,20.54,17.36,37.9,36.62,154.45,128.43,319.5,36.08,75.9,24.89,136.87,950,0,32.47,19.7,11.05,3.3,0,14.35,5.13,0.03,0.21,0,0.029,0.1473,17.454,17.6013,0.5711,0,0.2646,0,,0,0.8357,0.0006,0,0,0.0006,0.0194,0.007,0.0252,0.0516,0.8879,0.1076,0.4421,0.0139,0,0.456,0,0.0005,0.0023,0,0.0029,0.0002,0.0078,0.0137,0,0.0625,0,0.06,0.0475,0.17,0,0.0064,0.0804,0.0868,0,0.0804,0.0593,0.1397,0.0006,0.0178,0.0039,0.0217,0,0.8879,0.0006,0.1076,0.9955,0.8879000000000001,0.8879,0,246.7620813381174,99.74117795593712,,,,,,,,
172,台州市,三门县,瓯江温溪以下,灵江及椒江左岸,4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
台州区,台州市,台州南片供水区,台州市区,,,1435.1000000000001,140.77,62.769999999999996,203.53999999999996,49.54,775.8199999999999,1086.08,1911.44,3.52,349.62,317.77,670.91,0,41.6,56.185,38.730000000000004,31.118,5.073,0,36.191,9.82,2.7800000000000002,1.33,0,1.021,0.1914,12.751999999999999,12.9434,2.5142,0,1.0878999999999999,0,,0,3.6021,0.020900000000000002,0,0,0.020900000000000002,0.1542,0.025099999999999997,0,0.17930000000000001,3.8023,1.0761,1.2661,0.044800000000000006,0,1.3109000000000002,0,0.029299999999999996,0.015300000000000001,0,0.10200000000000001,0.0006000000000000001,0.0051,0.1523,0,0,0.048,0.5087,0.21450000000000002,0.7712,0,0.0756,0.3543,0.42989999999999995,0,0.6518,0.2067,0.8584999999999999,0.020900000000000002,0.16759999999999997,0.1119,0.27949999999999997,0,3.8023,0.020900000000000002,1.0761,4.8784,3.8023,3.8023000000000002,0,,1.0878999999999999,2.1639999999999997,1.5678999999999998,0.7712,1.4632,,,,
,台州市,,温岭片,,,836,93.34,49.16,142.5,85.71000000000001,559.22,612.03,1256.96,0.73,189.09,244.53,434.35,0,4.532,51.269999999999996,36.400000000000006,31.884900000000002,2.0707,1.2643,35.2199,11.44,0.094,11.4,0,0.9645,0.19,127.24199999999999,127.432,1.1253,0.17859999999999998,1.6716,0,,0,2.9755000000000003,0.0015,0,0,0.0015,0.0006,0,0,0.0006,2.9776000000000002,0.0083,1.3923999999999999,0.0281,0.0108,1.4313,0,0.0004,0.1081,0,0.09640000000000001,0.0007,0.0154,0.22099999999999997,0,0,0.0085,0.0815,0.19569999999999999,0.2857,0,0.0441,0.136,0.18009999999999998,0,0.38439999999999996,0.18059999999999998,0.5650000000000001,0.0015,0.18980000000000002,0.1047,0.2945,0,2.9776000000000002,0.0015,0.0083,2.9859,2.9776000000000007,2.9776000000000002,0,,1.8502,1.8585,1.0396,0.2857,1.6522999999999999,,,,
,台州市,,玉环片,,,378,47.24,17.56,64.8,40.92,380.14,290.33,711.39,25.86,220.63,108.65,355.14,0,400,15.85,8.37,6.5031,0,1.7709,8.274,1.23,0.28,2.5842,0,0.102,0.0709,7.5,7.5709,0.3972,0.176,0.3533,0,,0,0.9265,0.0022,0,0,0.0022,0.0051,0.0275,0.0717,0.1043,1.033,0.067,0.2934,0,0.0047,0.2981,0,0.0084,0.0184,0,0.0102,0.0002,0.0028,0.04,0,0.0717,0.0045,0.0774,0.0624,0.216,0,0.0048,0.0444,0.0492,0,0.1872,0.064,0.2512,0.0022,0.1317,0.0468,0.1785,0,1.033,0.0022,0.067,1.1,1.033,1.033,0,,0.5293,0.5963,0.4789,0.216,0.33809999999999996,,,,
,台州市,临海供水区,临海片,,,2271.9,67.34,60.02,127.36,58.580000000000005,421.32,484.8,964.7000000000002,32.91,259.32,64.42,356.65000000000003,136,6.2,69.57,41.446000000000005,28.109,7.7940000000000005,4.42,40.32300000000001,12.68,0.7300000000000001,2.6899999999999995,0,1.522,0.72,100.53999999999999,101.26000000000002,2.3518999999999997,0.46430000000000005,0.319,0,,0,3.1351999999999998,0.0022,0,0,0.0022,0,0,0,0,3.1374,0.0419,1.4045999999999998,0.0694,0.0231,1.4971,0,0.019299999999999998,0.016200000000000003,0,0.0955,0.0041,0.0286,0.1637,0,0.0707,0.0214,0.3955,0.0782,0.5657999999999999,0,0.059,0.1132,0.1722,0,0.36080000000000007,0.2537,0.6144999999999999,0.0022,0.075,0.0491,0.1241,0,3.1374,0.0022,0.0419,3.1793000000000005,3.1374,3.1374,0,,0.7833000000000001,0.8252000000000002,0.9107999999999999,0.5657999999999999,1.6608,,,,
,台州市,天仙供水区,天台片,,,1426,25.33,21.669999999999998,47,16.119999999999997,137.51999999999998,185.91,339.55,0.35,76,37.33,113.67999999999999,0,2.25,40.66,21.98,13.923,0.44,3.05,17.413,7.46,0.17,0.17,0,0.58,0.62,21.66,22.279999999999998,0.9471999999999999,0.0809,0.0561,0,,0,1.0841999999999998,0.0021,0,0,0.0021,0.0058,0.0031,0,0.0089,1.0952000000000002,0.2856,0.5413,0.0036,0.0161,0.561,0,0.0013,0.0013,0,0.0164,0.0019,0.0035,0.024399999999999998,0,0,0.0074,0.06480000000000001,0.08940000000000001,0.1616,0,0.0128,0.0585,0.0713,0,0.128,0.1039,0.2319,0.0021,0.0275,0.0175,0.045,0,1.0952000000000002,0.0021,0.2856,1.3808,1.0952,1.0952,0,,0.137,0.42260000000000003,0.34819999999999995,0.1616,0.5854,,,,
,台州市,,仙居片,,,1992,22.49,20.51,43,16.86,114.36,151.62,282.84,0.752,56.568,37.11,94.43,0,0.75,38.28,20.402,16.298,3.62,0,19.918,8.23,0.87,1.35,0,0.4,0.4632,15.32,15.7832,0.8758,0.1071,0.0082,0,,0,0.9911,0.0003,0,0,0.0003,0.0104,0.0035,0,0.0139,1.0053,0,0.5474,0.0361,0,0.5835,0,0.0061,0.0093,0,0.0115,0.0007,0.0046,0.0322,0,0,0.0009,0.0567,0.0554,0.113,0.0003,0.0099,0.0359,0.0458,0,0.0949,0.0765,0.1714,0,0.0409,0.0185,0.0594,0,1.0053,0.0003,0,1.0053,1.0052999999999999,1.0052999999999999,0,,0.1153,0.1153,0.2766,0.113,0.6157,,,,
,台州市,三门供水区,三门片,,,1072,20.54,17.36,37.9,36.62,154.45,128.43,319.5,36.08,75.9,24.89,136.87,950,0,32.47,19.7,11.05,3.3,0,14.35,5.13,0.03,0.21,0,0.029,0.1473,17.454,17.6013,0.5711,0,0.2646,0,,0,0.8357,0.0006,0,0,0.0006,0.0194,0.007,0.0252,0.0516,0.8879,0.1076,0.4421,0.0139,0,0.456,0,0.0005,0.0023,0,0.0029,0.0002,0.0078,0.0137,0,0.0625,0,0.06,0.0475,0.17,0,0.0064,0.0804,0.0868,0,0.0804,0.0593,0.1397,0.0006,0.0178,0.0039,0.0217,0,0.8879,0.0006,0.1076,0.9955,0.8879000000000001,0.8879,0,,0.2646,0.3722,0.24819999999999998,0.17,0.4697,,,,
