日期	丰惠平原区	余姚平原上河区	余姚平原下河区	余姚平原姚江上游区	余姚平原姚江下游区	南沙平原区	姚江沿线大工业用水区	慈溪平原西河区	慈溪平原中河区	慈溪平原东河区	江北镇海平原区	海曙平原区	绍虞平原区	舟山大陆用水区	虞北平原上河区	虞北平原中河区	蜀山平原区	鄞州调水区	余姚平原马渚中河区
2026/03/14	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/15	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/16	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/17	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/18	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/19	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/20	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/21	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/22	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/23	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/24	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/25	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/26	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/27	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/28	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/29	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/30	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/03/31	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/04/01	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/04/02	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
2026/04/03	0.0651	1.7951	0.7375	1.3781	0.403	20.9032	0.0	0.1153	0.2993	0.4583	59.5128	0.0	86.278	0.0	6.7535	0.011	2.1336	0.0	0.0
